iteration,action list,network estimate list,action chosen
60,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3557335138320923, 0.3611137270927429, 0.3686262369155884, 0.3448272943496704]","[0, 0, 1, 0]"
61,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3594749867916107, 0.36487534642219543, 0.3423137366771698, 0.3712804317474365, 0.34837791323661804, 0.35367485880851746]","[0, 1, 1, 0]"
62,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3736967444419861, 0.37909379601478577, 0.3558841645717621, 0.38627859950065613, 0.36272910237312317, 0.3675883710384369]","[0, 1, 1, 0]"
63,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3557335138320923, 0.3611137270927429, 0.3686262369155884, 0.3448272943496704]","[0, 0, 1, 0]"
64,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3594749867916107, 0.36487534642219543, 0.3423137366771698, 0.3712804317474365, 0.34837791323661804, 0.35367485880851746]","[0, 1, 1, 0]"
65,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3736967444419861, 0.37909379601478577, 0.3558841645717621, 0.38627859950065613, 0.36272910237312317, 0.3675883710384369]","[0, 1, 1, 0]"
66,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3557335138320923, 0.3611137270927429, 0.3686262369155884, 0.3448272943496704]","[0, 0, 1, 0]"
67,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3594749867916107, 0.36487534642219543, 0.3423137366771698, 0.3712804317474365, 0.34837791323661804, 0.35367485880851746]","[0, 1, 1, 0]"
68,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3736967444419861, 0.37909379601478577, 0.3558841645717621, 0.38627859950065613, 0.36272910237312317, 0.3675883710384369]","[0, 1, 1, 0]"
69,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3557335138320923, 0.3611137270927429, 0.3686262369155884, 0.3448272943496704]","[0, 0, 1, 0]"
70,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3594749867916107, 0.36487534642219543, 0.3423137366771698, 0.3712804317474365, 0.34837791323661804, 0.35367485880851746]","[0, 1, 1, 0]"
71,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3736967444419861, 0.37909379601478577, 0.3558841645717621, 0.38627859950065613, 0.36272910237312317, 0.3675883710384369]","[0, 1, 1, 0]"
72,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3557335138320923, 0.3611137270927429, 0.3686262369155884, 0.3448272943496704]","[0, 0, 1, 0]"
73,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3594749867916107, 0.36487534642219543, 0.3423137366771698, 0.3712804317474365, 0.34837791323661804, 0.35367485880851746]","[0, 1, 1, 0]"
74,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3736967444419861, 0.37909379601478577, 0.3558841645717621, 0.38627859950065613, 0.36272910237312317, 0.3675883710384369]","[0, 1, 1, 0]"
75,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3557335138320923, 0.3611137270927429, 0.3686262369155884, 0.3448272943496704]","[0, 0, 1, 0]"
76,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3594749867916107, 0.36487534642219543, 0.3423137366771698, 0.3712804317474365, 0.34837791323661804, 0.35367485880851746]","[0, 1, 1, 0]"
77,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3736967444419861, 0.37909379601478577, 0.3558841645717621, 0.38627859950065613, 0.36272910237312317, 0.3675883710384369]","[0, 1, 1, 0]"
78,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3557335138320923, 0.3611137270927429, 0.3686262369155884, 0.3448272943496704]","[0, 0, 1, 0]"
79,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3594749867916107, 0.36487534642219543, 0.3423137366771698, 0.3712804317474365, 0.34837791323661804, 0.35367485880851746]","[0, 1, 1, 0]"
80,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3736967444419861, 0.37909379601478577, 0.3558841645717621, 0.38627859950065613, 0.36272910237312317, 0.3675883710384369]","[0, 1, 1, 0]"
81,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3557335138320923, 0.3611137270927429, 0.3686262369155884, 0.3448272943496704]","[0, 0, 1, 0]"
82,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3594749867916107, 0.36487534642219543, 0.3423137366771698, 0.3712804317474365, 0.34837791323661804, 0.35367485880851746]","[0, 1, 1, 0]"
83,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3736967444419861, 0.37909379601478577, 0.3558841645717621, 0.38627859950065613, 0.36272910237312317, 0.3675883710384369]","[0, 1, 1, 0]"
84,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3557335138320923, 0.3611137270927429, 0.3686262369155884, 0.3448272943496704]","[0, 0, 1, 0]"
85,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3594749867916107, 0.36487534642219543, 0.3423137366771698, 0.3712804317474365, 0.34837791323661804, 0.35367485880851746]","[0, 1, 1, 0]"
86,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3736967444419861, 0.37909379601478577, 0.3558841645717621, 0.38627859950065613, 0.36272910237312317, 0.3675883710384369]","[0, 1, 1, 0]"
87,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3557335138320923, 0.3611137270927429, 0.3686262369155884, 0.3448272943496704]","[0, 0, 1, 0]"
88,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3594749867916107, 0.36487534642219543, 0.3423137366771698, 0.3712804317474365, 0.34837791323661804, 0.35367485880851746]","[0, 1, 1, 0]"
89,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3736967444419861, 0.37909379601478577, 0.3558841645717621, 0.38627859950065613, 0.36272910237312317, 0.3675883710384369]","[0, 1, 1, 0]"
90,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3557335138320923, 0.3611137270927429, 0.3686262369155884, 0.3448272943496704]","[0, 0, 1, 0]"
91,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3594749867916107, 0.36487534642219543, 0.3423137366771698, 0.3712804317474365, 0.34837791323661804, 0.35367485880851746]","[0, 1, 1, 0]"
92,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3736967444419861, 0.37909379601478577, 0.3558841645717621, 0.38627859950065613, 0.36272910237312317, 0.3675883710384369]","[0, 1, 1, 0]"
93,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3557335138320923, 0.3611137270927429, 0.3686262369155884, 0.3448272943496704]","[0, 0, 1, 0]"
94,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3594749867916107, 0.36487534642219543, 0.3423137366771698, 0.3712804317474365, 0.34837791323661804, 0.35367485880851746]","[0, 1, 1, 0]"
95,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3736967444419861, 0.37909379601478577, 0.3558841645717621, 0.38627859950065613, 0.36272910237312317, 0.3675883710384369]","[0, 1, 1, 0]"
96,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3557335138320923, 0.3611137270927429, 0.3686262369155884, 0.3448272943496704]","[0, 0, 1, 0]"
97,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3594749867916107, 0.36487534642219543, 0.3423137366771698, 0.3712804317474365, 0.34837791323661804, 0.35367485880851746]","[0, 1, 1, 0]"
98,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3736967444419861, 0.37909379601478577, 0.3558841645717621, 0.38627859950065613, 0.36272910237312317, 0.3675883710384369]","[0, 1, 1, 0]"
99,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3557335138320923, 0.3611137270927429, 0.3686262369155884, 0.3448272943496704]","[0, 0, 1, 0]"
100,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3594749867916107, 0.36487534642219543, 0.3423137366771698, 0.3712804317474365, 0.34837791323661804, 0.35367485880851746]","[0, 1, 1, 0]"
101,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.28482162952423096, 0.28993332386016846, 0.2671434283256531, 0.29706645011901855, 0.2739117741584778, 0.278511643409729]","[0, 1, 1, 0]"
102,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.29655590653419495, 0.3018891513347626, 0.308282732963562, 0.28450220823287964]","[0, 0, 1, 0]"
103,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.29661789536476135, 0.30189451575279236, 0.2797617018222809, 0.308130145072937, 0.2857131361961365, 0.29081833362579346]","[0, 1, 1, 0]"
104,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.32394272089004517, 0.3294280767440796, 0.30657070875167847, 0.33627450466156006, 0.3131657838821411, 0.3180537223815918]","[0, 1, 1, 0]"
105,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.2985352873802185, 0.3037137985229492, 0.310268372297287, 0.2865339517593384]","[0, 0, 1, 0]"
106,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.32175299525260925, 0.327193021774292, 0.3051074743270874, 0.3333185613155365, 0.31088778376579285, 0.31617432832717896]","[0, 1, 1, 0]"
107,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3406389355659485, 0.34628814458847046, 0.3235321044921875, 0.3530177175998688, 0.3299174904823303, 0.3349900543689728]","[0, 1, 1, 0]"
108,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3148956298828125, 0.319923996925354, 0.32692909240722656, 0.30323225259780884]","[0, 0, 1, 0]"
109,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.31751394271850586, 0.3229978084564209, 0.3011135756969452, 0.32898399233818054, 0.30670028924942017, 0.31210169196128845]","[0, 1, 1, 0]"
110,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.342746376991272, 0.3485034704208374, 0.32577282190322876, 0.3551177978515625, 0.3320764899253845, 0.3372020721435547]","[0, 1, 1, 0]"
111,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.3315473198890686, 0.3364330232143402, 0.34369921684265137, 0.31993961334228516]","[0, 0, 1, 0]"
112,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.325426310300827, 0.33092033863067627, 0.30916014313697815, 0.33684271574020386, 0.3145905137062073, 0.32009434700012207]","[0, 1, 1, 0]"
113,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3543204665184021, 0.3601835072040558, 0.3374183177947998, 0.3667287230491638, 0.3436855971813202, 0.348877876996994]","[0, 1, 1, 0]"
114,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.357541561126709, 0.36230266094207764, 0.36968764662742615, 0.3458295166492462]","[0, 0, 1, 0]"
115,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.3815130889415741, 0.387222021818161, 0.3652660548686981, 0.3930829167366028, 0.3705803453922272, 0.3763708472251892]","[0, 1, 1, 0]"
116,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.4354231357574463, 0.44160395860671997, 0.41850703954696655, 0.4481349587440491, 0.4247949421405792, 0.43026742339134216]","[0, 1, 1, 0]"
117,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.46901628375053406, 0.47277072072029114, 0.4827921688556671, 0.4585273563861847]","[0, 0, 1, 0]"
118,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.5202767252922058, 0.5264951586723328, 0.5039159655570984, 0.5324116945266724, 0.5092287063598633, 0.5155260562896729]","[0, 1, 1, 0]"
119,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.5998680591583252, 0.6084601879119873, 0.5843544006347656, 0.6146100759506226, 0.5904691219329834, 0.5983836650848389]","[0, 1, 1, 0]"
120,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.6538103222846985, 0.6571533679962158, 0.6672747135162354, 0.6427758932113647]","[0, 0, 1, 0]"
121,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.690579891204834, 0.6997116804122925, 0.6746737360954285, 0.7052080631256104, 0.6796001195907593, 0.6880260705947876]","[0, 1, 1, 0]"
122,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.7655774354934692, 0.773813784122467, 0.7481197714805603, 0.7802891731262207, 0.7541643381118774, 0.762200117111206]","[0, 1, 1, 0]"
123,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.8014803528785706, 0.8044101595878601, 0.814443826675415, 0.7888957858085632]","[0, 0, 1, 0]"
124,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.8285504579544067, 0.8365740180015564, 0.8122448921203613, 0.8420283794403076, 0.8170360326766968, 0.8255731463432312]","[0, 1, 1, 0]"
125,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.8921952843666077, 0.9001508355140686, 0.8758622407913208, 0.9066233038902283, 0.881931483745575, 0.8901862502098083]","[0, 1, 1, 0]"
126,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.9341336488723755, 0.9377836585044861, 0.9475029110908508, 0.9212529063224792]","[0, 0, 1, 0]"
127,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[0.9672366380691528, 0.9758154153823853, 0.95204758644104, 0.9810107946395874, 0.9566264152526855, 0.9652338027954102]","[0, 1, 1, 0]"
128,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.0276219844818115, 1.0361741781234741, 1.0113646984100342, 1.0423674583435059, 1.017277479171753, 1.0263983011245728]","[0, 1, 1, 0]"
129,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[1.0531829595565796, 1.057006597518921, 1.0671520233154297, 1.0406116247177124]","[0, 0, 1, 0]"
130,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.0703372955322266, 1.079575538635254, 1.055282473564148, 1.084290862083435, 1.059831976890564, 1.0690748691558838]","[0, 1, 1, 0]"
131,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.1313846111297607, 1.1404834985733032, 1.1152303218841553, 1.146356463432312, 1.1209423542022705, 1.1306147575378418]","[0, 1, 1, 0]"
132,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[1.1696605682373047, 1.1736087799072266, 1.184057354927063, 1.1569613218307495]","[0, 0, 1, 0]"
133,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.1770434379577637, 1.1867353916168213, 1.1621487140655518, 1.191429615020752, 1.1665425300598145, 1.1760938167572021]","[0, 1, 1, 0]"
134,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.2190998792648315, 1.2284163236618042, 1.2030049562454224, 1.2345221042633057, 1.2086538076400757, 1.218664526939392]","[0, 1, 1, 0]"
135,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[1.239449381828308, 1.2434524297714233, 1.2540688514709473, 1.2266781330108643]","[0, 0, 1, 0]"
136,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.2291971445083618, 1.23906672000885, 1.2143677473068237, 1.2437613010406494, 1.2187063694000244, 1.2284231185913086]","[0, 1, 1, 0]"
137,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.257096767425537, 1.266474723815918, 1.2409601211547852, 1.272773027420044, 1.2467193603515625, 1.2568638324737549]","[0, 1, 1, 0]"
138,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[1.2642476558685303, 1.26826012134552, 1.2789504528045654, 1.2514686584472656]","[0, 0, 1, 0]"
139,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.2536144256591797, 1.263558030128479, 1.2387975454330444, 1.2682334184646606, 1.2431350946426392, 1.2529336214065552]","[0, 1, 1, 0]"
140,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[1.2718310356140137, 1.2762231826782227, 1.2860057353973389, 1.2599639892578125]","[0, 0, 1, 0]"
141,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[1.3037564754486084, 1.3109030723571777, 1.319651484489441, 1.2925834655761719]","[0, 0, 1, 0]"
142,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.2767001390457153, 1.2866836786270142, 1.2618566751480103, 1.2913604974746704, 1.2662205696105957, 1.2760775089263916]","[0, 1, 1, 0]"
143,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.306663155555725, 1.3159655332565308, 1.2904189825057983, 1.3227853775024414, 1.296439528465271, 1.3066706657409668]","[0, 1, 1, 0]"
144,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[1.3020514249801636, 1.3060921430587769, 1.3168450593948364, 1.2892296314239502]","[0, 0, 1, 0]"
145,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.2792001962661743, 1.289113163948059, 1.2643243074417114, 1.2938140630722046, 1.2686927318572998, 1.2786167860031128]","[0, 1, 1, 0]"
146,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.2990928888320923, 1.3082937002182007, 1.282857060432434, 1.315260648727417, 1.2889333963394165, 1.2990784645080566]","[0, 1, 1, 0]"
147,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[1.285169243812561, 1.2891982793807983, 1.2999012470245361, 1.2723699808120728]","[0, 0, 1, 0]"
148,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.253422737121582, 1.2631738185882568, 1.2385698556900024, 1.2678009271621704, 1.2429083585739136, 1.2527590990066528]","[0, 1, 1, 0]"
149,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.2869120836257935, 1.296111822128296, 1.2706995010375977, 1.3030595779418945, 1.2767553329467773, 1.2868213653564453]","[0, 1, 1, 0]"
150,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[1.3060182332992554, 1.3100587129592896, 1.320853352546692, 1.293248176574707]","[0, 0, 1, 0]"
151,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.3027429580688477, 1.3125386238098145, 1.2877682447433472, 1.3172059059143066, 1.2921580076217651, 1.302189588546753]","[0, 1, 1, 0]"
152,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.3628352880477905, 1.372281551361084, 1.346457600593567, 1.3793106079101562, 1.3525900840759277, 1.3629544973373413]","[0, 1, 1, 0]"
153,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[1.4050099849700928, 1.40921950340271, 1.4202830791473389, 1.392273187637329]","[0, 0, 1, 0]"
154,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.4089128971099854, 1.4180781841278076, 1.3928487300872803, 1.4228672981262207, 1.397398591041565, 1.4076511859893799]","[0, 1, 1, 0]"
155,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.4778000116348267, 1.48719322681427, 1.4604791402816772, 1.4942048788070679, 1.4666657447814941, 1.477092981338501]","[0, 1, 1, 0]"
156,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[1.504433512687683, 1.5088764429092407, 1.5203492641448975, 1.491686463356018]","[0, 0, 1, 0]"
157,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.507970929145813, 1.5172197818756104, 1.491618275642395, 1.5224541425704956, 1.4963127374649048, 1.5062624216079712]","[0, 1, 1, 0]"
158,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.5571860074996948, 1.5669089555740356, 1.5397135019302368, 1.574140191078186, 1.5459283590316772, 1.556779146194458]","[0, 1, 1, 0]"
159,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[1.571319580078125, 1.5758038759231567, 1.5875136852264404, 1.5585501194000244]","[0, 0, 1, 0]"
160,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[1.548258900642395, 1.5574690103530884, 1.5317867994308472, 1.5627474784851074, 1.5365179777145386, 1.5471370220184326]","[0, 1, 1, 0]"
