Defender Mixed Utility,Expected Utility of Defender Oracle vs Attacker Mixed,Expected Utility of Best Defender Pure Strategy,Defender Mixed Strategy,Attacker Mixed Utility,Expected Utility of Attacker Oracle vs Defender Mixed,Expected Utility of Best Attacker Pure Strategy,Attacker Mixed Strategy
-34.97491873,-33.43256968,-32.58717861,"[0.0, 0.0, 0.06861019296028585, 0.0, 0.0, 0.06422579743604002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03536176724552236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12312439929088706, 0.0341533648501097, 0.0, 0.0, 0.0, 0.13068361518464253, 0.2426336682871128, 0.0, 0.164954778276851, 0.13625241646854874]",34.97491873,34.97927879,37.40849889,"[0.0, 0.0, 0.0, 0.0, 0.029696900705448216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23229751577917732, 0.16274630727191117, 0.1003494893210117, 0.0, 0.12670205602864754, 0.0, 0.0, 0.0, 0.02629860142937472, 0.18934121519252617, 0.0, 0.0492767765891385, 0.0, 0.0, 0.08329113768276472]"
-34.91574696,-28.09793419,-30.49694323,"[0.0, 0.0, 0.028433671135839157, 0.0, 0.0, 0.07059816529964642, 0.03743049221471932, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039262174708650635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11890957138418029, 0.025597420401339454, 0.0, 0.0, 0.0, 0.0, 0.24572177038414672, 0.0, 0.17546371569180164, 0.12924720431308978, 0.12933581446658654]",34.91574696,34.78010955,36.51200591,"[0.0, 0.0, 0.0, 0.0, 0.0008744870415297115, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29538348343992143, 0.1686543417715761, 0.009280509226050851, 0.0, 0.0725878387961415, 0.0, 0.0, 0.0, 0.013957313161370222, 0.17583301947704705, 0.0, 0.04781760392014245, 0.0, 0.0, 0.07280255097167253, 0.14280885219454825]"
-34.62261521,-37.47763143,-29.89313515,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0640511955759424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030317128944081395, 0.03745696608806738, 0.0, 0.0, 0.0, 0.13139107503915484, 0.2595082779478356, 0.0, 0.1799835080765482, 0.19089948247724153, 0.0, 0.10639236585112877]",34.62261521,34.62261521,37.07244728,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3731976385528363, 0.07715495384776072, 0.23395207666613616, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12849946782629085, 0.06430485301209518, 0.04171772205160018, 0.035570603184072125, 0.0, 0.0, 0.04560268485920843, 0.0, 0.0]"
-34.53543746,-39.12102184,-31.57316344,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.05587740214157638, 0.0074889199164207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01143314641180955, 0.024972695630480123, 0.0, 0.0, 0.0, 0.059106219231166386, 0.30141312311286056, 0.0, 0.15870496038065376, 0.1950229086468245, 0.0, 0.0991237126006902, 0.08685691192751774]",34.53543746,44.25026282,37.40372868,"[0.0, 0.0, 0.0, 0.03711675230529014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03997814952809763, 0.4524966885667495, 0.004164947628168769, 0.12990241299520935, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12245340876632708, 0.11575789448527177, 0.0028469836137408333, 0.008962353577380455, 0.0, 0.0, 0.08632040853376444, 0.0, 0.0, 0.0]"
-36.07137492,-42.09383045,-35.72023619,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14963421530665608, 0.16523779315875214, 0.14405154087481406, 0.0, 0.030758343004892885, 0.0, 0.0, 0.15245644602233865, 0.0, 0.08112794272346918, 0.17127098309595376, 0.0, 0.0, 0.10546273581312324, 0.0]",36.07137492,41.79585894,38.2174647,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.08239670206650494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03673784958957438, 0.0, 0.0, 0.0, 0.0, 0.11570439240524143, 0.0, 0.13853351869156794, 0.044022722129040695, 0.0, 0.0, 0.10312887599112831, 0.0, 0.2277625242378417, 0.0, 0.0, 0.0, 0.2517134148891006]"
-38.13615292,-26.14671104,-37.96763928,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22107591903979845, 0.034891798275920705, 0.0, 0.02978585115339573, 0.0, 0.0, 0.03579862426741166, 0.0, 0.0, 0.20941834007172652, 0.04825323158595629, 0.22575321849525548, 0.16567274065539442, 0.029350276455140795, 0.0]",38.13615292,45.04621736,41.01477204,"[0.005670174212713966, 0.0, 0.0, 0.0, 0.0, 0.014598941994262342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017328177538331938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017010522638141897, 0.0, 0.09643480684725121, 0.0, 0.11343276121218264, 0.0, 0.0, 0.0, 0.18174192306458767, 0.0, 0.13158344967315255, 0.0, 0.0, 0.0, 0.0, 0.42219924281937576]"
-36.525451,-39.18283946,-34.03178122,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.036281352497367136, 0.0, 0.0, 0.0, 0.0021864765885544948, 0.0, 0.05152339902741661, 0.1244533350484853, 0.0, 0.0, 0.0, 0.0, 0.14623845761236287, 0.0, 0.12893236896645405, 0.12761927093490377, 0.0, 0.11501074217887622, 0.10997650105108461, 0.0, 0.0, 0.15777809609449486]",36.525451,45.5137742,38.60576666,"[0.0, 0.0, 0.03684961101528105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1697412022692136, 0.25043134663193056, 0.0, 0.0, 0.0, 0.0464097826836376, 0.010982625756533304, 0.10093110895186043, 0.0, 0.0, 0.051964019681544585, 0.0, 0.0, 0.05673842500487011, 0.0, 0.0, 0.0, 0.0, 0.2617785610216855, 0.01417331698344318]"
-37.222037,-36.64529486,-32.37195405,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08468217107438664, 0.0, 0.0, 0.0, 0.0, 0.049804906255212375, 0.0, 0.11348316673862256, 0.10832226220144697, 0.0, 0.0, 0.0, 0.0, 0.21557187366732167, 0.0, 0.0777755736587829, 0.077600385521993, 0.0, 0.0, 0.11097858432393656, 0.0, 0.0, 0.1617810765582974, 0.0]",37.222037,35.04584304,38.72246251,"[0.0, 0.0, 0.026486888449007425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0318584868033891, 0.09832198293809329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1498799989684259, 0.07360286470265087, 0.0, 0.041579071287087106, 0.0, 0.0, 0.0, 0.15578881418790896, 0.0, 0.0, 0.0, 0.28411435768654303, 0.0, 0.1383675349768943]"
-36.91068461,-36.92599057,-36.05938668,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07794003337815807, 0.0, 0.13406618727923708, 0.14360713139679188, 0.0, 0.0, 0.0, 0.0, 0.08445078554035415, 0.0, 0.07026634624566291, 0.10168256721150593, 0.0, 0.0, 0.06035119833368241, 0.0, 0.0, 0.2281050662426018, 0.0, 0.09953068437200574]",36.91068461,40.51197318,40.03269811,"[0.0, 0.0, 0.06229049974574425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09927288036982002, 0.0, 0.0, 0.0, 0.0, 0.024897202319934232, 0.0, 0.15068305672104804, 0.05115358173455961, 0.0, 0.03060720019731585, 0.1712541204803406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29124378115597976, 0.0, 0.11859767727525766, 0.0]"
-37.03588984,-37.47004386,-36.74851923,"[0.0, 0.01387545095386603, 0.031217442443780816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02608028025623735, 0.0, 0.1542753555638848, 0.1816076546129406, 0.0, 0.0, 0.02297955818140414, 0.0, 0.07155550730832709, 0.0, 0.05953697197888601, 0.08812702152516316, 0.0, 0.0, 0.06739372203932432, 0.0, 0.0, 0.19042943040671845, 0.0, 0.09292160472946726, 0.0]",37.03588984,35.11224416,41.14360486,"[0.0, 0.0, 0.0161158640884313, 0.0, 0.0, 0.0, 0.1659035264846054, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06712806558591031, 0.0, 0.0, 0.0, 0.0, 0.013353359599925979, 0.0, 0.1427863080531012, 0.09140694461939691, 0.0, 0.014670714225697323, 0.0, 0.0, 0.0017936852585581989, 0.0, 0.0, 0.0, 0.0, 0.3026227777387707, 0.018079838559069958, 0.11811304264286042, 0.0, 0.04802587314367229]"
-37.03588984,-37.01835743,-36.40123592,"[0.0, 0.01387545095386603, 0.031217442443780816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02608028025623735, 0.0, 0.1542753555638848, 0.1816076546129406, 0.0, 0.0, 0.02297955818140414, 0.0, 0.07155550730832709, 0.0, 0.05953697197888601, 0.08812702152516316, 0.0, 0.0, 0.06739372203932432, 0.0, 0.0, 0.19042943040671845, 0.0, 0.09292160472946726, 0.0, 0.0]",37.03588984,47.02058184,38.58550592,"[0.0, 0.0, 0.016115864088431284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06712806558591028, 0.0, 0.0, 0.0, 0.0, 0.013353359599926, 0.01807983855907023, 0.1427863080531012, 0.07332710606032668, 0.0, 0.014670714225697339, 0.18398336504367557, 0.0, 0.0017936852585579144, 0.0, 0.0, 0.0, 0.0, 0.30262277773877067, 0.0, 0.11811304264286047, 0.0, 0.04802587314367232, 0.0]"
-37.72861862,-42.08124598,-36.43108375,"[0.0, 0.0, 0.0, 0.03161509374717675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025500899144468996, 0.06323018749435375, 0.08925104398551356, 0.12030552319934207, 0.0, 0.0, 0.08104500992275412, 0.0, 0.12548429679979833, 0.0, 0.10756933685566938, 0.08804047894860811, 0.0, 0.04955928569187333, 0.08545054580626907, 0.0, 0.0, 0.13294829840417263, 0.0, 0.0, 0.0, 0.0, 0.0]",37.72861862,32.29894486,40.67475371,"[0.0, 0.0, 0.01342522863681806, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012374496928889346, 0.08325895741684705, 0.0, 0.0, 0.0, 0.0, 0.03869095738592935, 0.0, 0.029760734531516904, 0.0017609593212257607, 0.0, 0.017664963127003646, 0.07651306307914413, 0.0, 0.031439654918723206, 0.22252738451242327, 0.0, 0.0, 0.0, 0.3233122125559519, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14927138758552752]"
-37.72861862,-55.5411377,-37.07614292,"[0.0, 0.0, 0.0, 0.03161509374717675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025500899144468996, 0.06323018749435375, 0.08925104398551356, 0.12030552319934207, 0.0, 0.0, 0.08104500992275412, 0.0, 0.12548429679979833, 0.0, 0.10756933685566938, 0.08804047894860811, 0.0, 0.04955928569187333, 0.08545054580626907, 0.0, 0.0, 0.13294829840417263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",37.72861862,32.77003609,39.28429593,"[0.0, 0.0, 0.01342522863681806, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012374496928889346, 0.08325895741684705, 0.0, 0.0, 0.0, 0.0, 0.03869095738592935, 0.0, 0.029760734531516904, 0.0017609593212257607, 0.0, 0.017664963127003646, 0.07651306307914413, 0.0, 0.031439654918723206, 0.22252738451242327, 0.0, 0.0, 0.0, 0.3233122125559519, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14927138758552752, 0.0]"
-37.72861862,-24.72818765,-36.86465358,"[0.0, 0.0, 0.0, 0.03161509374717675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025500899144468996, 0.06323018749435375, 0.08925104398551356, 0.12030552319934207, 0.0, 0.0, 0.08104500992275412, 0.0, 0.12548429679979833, 0.0, 0.10756933685566938, 0.08804047894860811, 0.0, 0.04955928569187333, 0.08545054580626907, 0.0, 0.0, 0.13294829840417263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",37.72861862,38.0562767,39.70440699,"[0.0, 0.0, 0.01342522863681806, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012374496928889346, 0.08325895741684705, 0.0, 0.0, 0.0, 0.0, 0.03869095738592935, 0.0, 0.029760734531516904, 0.0017609593212257607, 0.0, 0.017664963127003646, 0.07651306307914413, 0.0, 0.031439654918723206, 0.22252738451242327, 0.0, 0.0, 0.0, 0.3233122125559519, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14927138758552752, 0.0, 0.0]"
-36.4320932,-35.98046096,-35.07527575,"[0.0, 0.01538376801232779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04218368730239611, 0.0, 0.0, 0.09684635833779691, 0.0, 0.1648310217300441, 0.0, 0.07944106766906911, 0.15391784141129658, 0.0, 0.0, 0.10185796290987725, 0.013583707666779271, 0.0, 0.05865113704794094, 0.0, 0.06019766780839437, 0.0, 0.052343824443655346, 0.0, 0.0, 0.0029262175326879233, 0.15783573812773616]",36.4320932,33.64593413,40.05296434,"[0.0, 0.019488830950365743, 0.03619298961126515, 0.0, 0.0, 0.0, 0.018408641732127876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000499086097287791, 0.0, 0.045647667220232134, 0.10492100266367618, 0.0, 0.0, 0.0, 0.03229927315212479, 0.0, 0.23017729966835412, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05066094511976984, 0.0, 0.0, 0.0, 0.08547008226412033, 0.20053871169674597, 0.0, 0.13834006394945075, 0.0, 0.0, 0.001935672859569833, 0.035419733014909596, 0.0, 0.0, 0.0]"
-36.4320932,-26.36791885,-35.56963961,"[0.0, 0.01538376801232779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04218368730239611, 0.0, 0.0, 0.09684635833779691, 0.0, 0.1648310217300441, 0.0, 0.07944106766906911, 0.15391784141129658, 0.0, 0.0, 0.10185796290987725, 0.013583707666779271, 0.0, 0.05865113704794094, 0.0, 0.06019766780839437, 0.0, 0.052343824443655346, 0.0, 0.0, 0.0029262175326879233, 0.15783573812773616, 0.0]",36.4320932,38.60599637,36.43576684,"[0.0, 0.019488830950365743, 0.03619298961126515, 0.0, 0.0, 0.0, 0.018408641732127876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000499086097287791, 0.0, 0.045647667220232134, 0.10492100266367618, 0.0, 0.0, 0.0, 0.03229927315212479, 0.0, 0.23017729966835412, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05066094511976984, 0.0, 0.0, 0.0, 0.08547008226412033, 0.20053871169674597, 0.0, 0.13834006394945075, 0.0, 0.0, 0.001935672859569833, 0.035419733014909596, 0.0, 0.0, 0.0, 0.0]"
-36.20895483,-38.00690149,-33.98460221,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.02085184708918435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01784508402967242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07514986783425473, 0.0, 0.05725530125186788, 0.01933501348734573, 0.2209942477276094, 0.0, 0.09925170709391284, 0.10029597139138835, 0.0, 0.0, 0.10431526552969825, 0.012471604866040917, 0.0, 0.0, 0.010717848078072936, 0.0, 0.0, 0.02365243942725825, 0.0, 0.0, 0.03328077860420682, 0.15674176879471674, 0.0, 0.04784125479477047]",36.20895483,34.82093271,39.17910213,"[0.010977329148298054, 0.0, 0.0, 0.0067186668194166525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03837235312815265, 0.0, 0.07146733210042637, 0.12628578782627117, 0.0, 0.0, 0.0, 0.00133315276826209, 0.0, 0.16262714312509263, 0.0, 0.0, 0.015105419181961524, 0.0, 0.0, 0.07650288017263251, 0.0, 0.0, 0.0, 0.06523819795142531, 0.134096247744016, 0.0, 0.1170130609276018, 0.0, 0.0, 0.09383733041958493, 0.07394268119865818, 0.0, 0.0064824174882003455, 0.0, 0.0, 0.0]"
-36.20895483,-37.08744399,-34.33667989,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.02085184708918435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01784508402967242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07514986783425473, 0.0, 0.05725530125186788, 0.01933501348734573, 0.2209942477276094, 0.0, 0.09925170709391284, 0.10029597139138835, 0.0, 0.0, 0.10431526552969825, 0.012471604866040917, 0.0, 0.0, 0.010717848078072936, 0.0, 0.0, 0.02365243942725825, 0.0, 0.0, 0.03328077860420682, 0.15674176879471674, 0.0, 0.04784125479477047, 0.0]",36.20895483,39.13362888,39.40493346,"[0.010977329148298054, 0.0, 0.0, 0.0067186668194166525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03837235312815265, 0.0, 0.07146733210042637, 0.12628578782627117, 0.0, 0.0, 0.0, 0.00133315276826209, 0.0, 0.16262714312509263, 0.0, 0.0, 0.015105419181961524, 0.0, 0.0, 0.07650288017263251, 0.0, 0.0, 0.0, 0.06523819795142531, 0.134096247744016, 0.0, 0.1170130609276018, 0.0, 0.0, 0.09383733041958493, 0.07394268119865818, 0.0, 0.0064824174882003455, 0.0, 0.0, 0.0, 0.0]"
