Rewards,[44.75014742 17.26701046 41.24022703  3.04313466  6.27517732 30.15755115]
Penalties,[26.96105075 21.521564   17.43498461 31.50345218 22.46892988 37.05822321]
defenderID,attackerID,Value(Defender payoff)
20,24,2.8751605059017926
21,24,-70.46000079127761
22,24,-35.91341395313195
23,24,-35.91341395313195
24,24,-35.91341395313195
25,0,-23.81483091083748
25,1,-70.32603454168114
25,2,-26.769842342505125
25,3,-70.32603454168114
25,4,-70.32603454168114
25,5,-23.814830910837482
25,6,-75.49394605621931
25,7,-23.81483091083748
25,8,-44.48647696899021
25,9,-23.814830910837482
25,10,-23.814830910837482
25,11,-23.625357734825723
25,12,-23.81483091083748
25,13,-59.990211512604766
25,14,-44.48647696899021
25,15,-23.88128289162215
25,16,-24.71325508446017
25,17,-70.32603454168114
25,18,-59.990211512604766
25,19,-44.48647696899021
25,20,-12.732155027109485
25,21,-12.732155027109489
25,22,-17.224275895222917
25,23,-12.732155027109489
25,24,-11.784789147050716
0,25,5.793598806694885
1,25,5.793598806694885
2,25,5.793598806694885
3,25,5.793598806694885
4,25,5.793598806694885
5,25,5.793598806694885
6,25,5.793598806694885
7,25,5.793598806694885
8,25,11.661119971117575
9,25,5.793598806694885
10,25,5.793598806694885
11,25,5.793598806694885
12,25,5.793598806694885
13,25,5.793598806694885
14,25,5.793598806694885
15,25,5.793598806694885
16,25,-1.3775210100863493
17,25,5.793598806694885
18,25,5.793598806694885
19,25,-1.3775210100863489
20,25,-27.12902490208371
21,25,-65.91759936111745
22,25,5.7935988066948845
23,25,-65.91759936111745
24,25,5.7935988066948845
25,25,-7.242387716890558
26,0,-26.18624531250517
26,1,-12.203252021876386
26,2,-53.784945010317486
26,3,-13.75691794305736
26,4,-17.211576626871924
26,5,-27.73991123368615
26,6,-12.203252021876386
26,7,-23.078913470143217
26,8,-21.52524754896224
26,9,-27.73991123368615
26,10,-27.73991123368615
26,11,-30.519585365299996
26,12,-27.73991123368615
26,13,-19.971581627781266
26,14,-24.632579391324192
26,15,-39.71358398703375
26,16,-37.710779652979355
26,17,-12.203252021876386
26,18,-16.86424978541931
26,19,-26.18624531250517
26,20,-8.11667263699346
26,21,-8.11667263699346
26,22,-41.35290070130415
26,23,-36.86077983319072
26,24,-35.91341395313195
26,25,-65.91759936111745
0,26,29.96109151742312
1,26,-23.81152796833016
2,26,-10.368373096891846
3,26,10.741503539617726
4,26,9.796359210265631
5,26,-3.6467956611726864
6,26,-3.6467956611726855
7,26,43.40424638886144
8,26,-23.81152796833016
9,26,-23.81152796833016
10,26,36.682668953142276
11,26,-23.81152796833016
12,26,-23.81152796833016
13,26,43.40424638886144
14,26,43.40424638886144
15,26,-23.81152796833016
16,26,36.233126572080195
17,26,-23.81152796833016
18,26,-17.089950532611006
19,26,21.36728204021353
20,26,-60.97613929799684
21,26,-28.306951778950907
22,26,10.735058869815504
23,26,-60.97613929799684
24,26,-60.97613929799684
25,26,-28.306951778950907
26,26,-60.97613929799684
27,0,-91.03060526802905
27,1,-77.0476119774003
27,2,-43.977251158239824
27,3,-81.70860974094322
27,4,-77.0476119774003
27,5,-90.93586868002316
27,6,-75.49394605621931
27,7,-89.47693934684807
27,8,-81.70860974094322
27,9,-91.03060526802905
27,10,-91.03060526802905
27,11,-90.93586868002318
27,12,-91.03060526802905
27,13,-83.26227566212417
27,14,-83.26227566212418
27,15,-62.58930842696852
27,16,-77.58678980808928
27,17,-80.15494381976224
27,18,-80.15494381976222
27,19,-89.47693934684807
27,20,-12.732155027109485
27,21,-12.732155027109489
27,22,-4.188289371637474
27,23,-12.732155027109489
27,24,-11.784789147050716
27,25,5.7935988066948845
27,26,-23.811527968330164
0,27,-75.49394605621931
1,27,-75.49394605621931
2,27,-75.49394605621931
3,27,-61.67531132096104
4,27,-75.49394605621931
5,27,-75.49394605621931
6,27,-75.49394605621931
7,27,-75.49394605621931
8,27,-75.49394605621931
9,27,-75.49394605621931
10,27,-75.49394605621931
11,27,-75.49394605621931
12,27,-75.49394605621931
13,27,-75.49394605621931
14,27,-72.03928737240474
15,27,-75.49394605621931
16,27,-75.49394605621931
17,27,-75.49394605621931
18,27,-75.49394605621931
19,27,-72.03928737240474
20,27,-2.1587847590399036
21,27,-46.74983886002205
22,27,-40.94735921807364
23,27,-12.203252021876388
24,27,-40.94735921807364
25,27,-75.4939460562193
26,27,-12.203252021876388
27,27,-75.4939460562193
28,0,-31.19456991750071
28,1,-12.203252021876386
28,2,-54.3288936851347
28,3,-18.41791570660029
28,4,-12.203252021876386
28,5,-30.519585365299996
28,6,-12.203252021876386
28,7,-24.632579391324192
28,8,-21.52524754896224
28,9,-27.73991123368615
28,10,-30.519585365299996
28,11,-27.73991123368615
28,12,-27.73991123368615
28,13,-19.971581627781266
28,14,-18.41791570660029
28,15,-44.96190469818645
28,16,-31.06353404011721
28,17,-21.811243293379174
28,18,-13.756917943057363
28,19,-24.632579391324192
28,20,-8.11667263699346
28,21,-42.66325947513913
28,22,-41.35290070130415
28,23,-8.11667263699346
28,24,-35.91341395313195
28,25,-65.91759936111745
28,26,-60.97613929799684
28,27,-12.203252021876388
0,28,-23.81483091083748
1,28,-23.81483091083748
2,28,-23.81483091083748
3,28,-16.905513543208343
4,28,-23.81483091083748
5,28,-23.81483091083748
6,28,-23.81483091083748
7,28,-23.81483091083748
8,28,-91.03060526802905
9,28,-91.03060526802905
10,28,-23.81483091083748
11,28,-30.53640834655664
12,28,-91.03060526802905
13,28,-23.81483091083748
14,28,-23.81483091083748
15,28,-91.03060526802905
16,28,-23.81483091083748
17,28,-91.03060526802905
18,28,-23.81483091083748
19,28,-20.36017222702291
20,28,-56.484018429883406
21,28,4.92927628535978
22,28,-56.484018429883406
23,28,-27.73991123368615
24,28,-56.484018429883406
25,28,-23.814830910837475
26,28,-27.73991123368615
27,28,-91.03060526802906
28,28,-27.73991123368615
29,0,-54.930352508702434
29,1,-40.94735921807364
29,2,4.516545666339782
29,3,-50.269354745159504
29,4,-45.60835698161657
29,5,-56.484018429883406
29,6,-40.94735921807364
29,7,-56.484018429883406
29,8,-50.269354745159504
29,9,-56.484018429883406
29,10,-56.484018429883406
29,11,-54.83561592069655
29,12,-56.484018429883406
29,13,-45.60835698161657
29,14,-48.715688823978525
29,15,-40.8884059342626
29,16,-49.66737411190764
29,17,-44.054691060435594
29,18,-42.50102513925462
29,19,-51.82302066634047
29,20,-36.86077983319072
29,21,-36.86077983319072
29,22,30.358297466508194
29,23,-36.86077983319072
29,24,-35.91341395313195
29,25,5.7935988066948845
29,26,10.735058869815504
29,27,-40.94735921807364
29,28,-56.484018429883406
0,29,-8.274868756520396
1,29,-8.274868756520396
2,29,-8.274868756520396
3,29,-55.01804879017446
4,29,-8.274868756520396
5,29,-8.274868756520396
6,29,-8.274868756520396
7,29,-8.274868756520396
8,29,-8.274868756520396
9,29,-8.274868756520396
10,29,-8.274868756520396
11,29,-8.274868756520396
12,29,-8.274868756520396
13,29,-8.274868756520396
14,29,-19.162449706268298
15,29,-8.274868756520396
16,29,-8.274868756520396
17,29,-8.274868756520396
18,29,-8.274868756520396
19,29,-11.991329889487066
20,29,-41.19749246529899
21,29,-79.98606692433273
22,29,26.271718081625263
23,29,-45.439480086187075
24,29,-45.439480086187075
25,29,-79.98606692433273
26,29,-45.439480086187075
27,29,-8.274868756520398
28,29,-45.439480086187075
29,29,26.271718081625263
30,0,-23.81483091083748
30,1,-75.49394605621931
30,2,-28.30695177895091
30,3,-54.82229999806658
30,4,-70.32603454168114
30,5,-23.814830910837482
30,6,-75.49394605621931
30,7,-39.31856545445203
30,8,-44.48647696899021
30,9,-23.814830910837482
30,10,-23.625357734825727
30,11,-23.81483091083748
30,12,-23.81483091083748
30,13,-65.15812302714295
30,14,-59.990211512604766
30,15,-24.169306409642946
30,16,-23.720094322831606
30,17,-70.32603454168114
30,18,-65.15812302714295
30,19,-39.31856545445203
30,20,-12.732155027109485
30,21,-12.732155027109489
30,22,-17.224275895222917
30,23,-12.732155027109489
30,24,-11.784789147050716
30,25,-7.242387716890558
30,26,-28.306951778950907
30,27,-75.4939460562193
30,28,-23.814830910837475
30,29,-79.98606692433273
0,30,-75.49394605621931
1,30,-75.49394605621931
2,30,-75.49394605621931
3,30,-68.58462868859019
4,30,-75.49394605621931
5,30,-75.49394605621931
6,30,-75.49394605621931
7,30,-75.49394605621931
8,30,-75.49394605621931
9,30,-75.49394605621931
10,30,-75.49394605621931
11,30,-75.49394605621931
12,30,-75.49394605621931
13,30,-75.49394605621931
14,30,-75.49394605621931
15,30,-75.49394605621931
16,30,-75.49394605621931
17,30,-75.49394605621931
18,30,-75.49394605621931
19,30,-68.58462868859019
20,30,-2.1587847590399036
21,30,-46.74983886002205
22,30,-40.94735921807364
23,30,-12.203252021876388
24,30,-40.94735921807364
25,30,-75.4939460562193
26,30,-12.203252021876388
27,30,-75.4939460562193
28,30,-12.203252021876388
29,30,-40.94735921807364
30,30,-75.4939460562193
31,0,-26.3929390481071
31,1,-36.705371597185554
31,2,-27.857739692139567
31,3,-32.838209391281126
31,4,-34.12726345991594
31,5,-23.814830910837482
31,6,-36.705371597185554
31,7,-26.3929390481071
31,8,-31.549155322646328
31,9,-23.814830910837482
31,10,-23.814830910837482
31,11,-26.3929390481071
31,12,-23.81483091083748
31,13,-31.54915532264632
31,14,-31.54915532264632
31,15,-24.069541765432394
31,16,-23.625357734825727
31,17,-36.705371597185554
31,18,-32.838209391281126
31,19,-26.3929390481071
31,20,-71.40736667133638
31,21,-71.40736667133639
31,22,-75.89948753944981
31,23,-71.40736667133638
31,24,-31.671426332243872
31,25,-27.12902490208371
31,26,-28.306951778950907
31,27,-36.70537159718557
31,28,-23.814830910837475
31,29,-41.19749246529899
31,30,-36.70537159718557
0,31,-75.49394605621931
1,31,-75.49394605621931
2,31,-75.49394605621931
3,31,-72.03928737240474
4,31,-75.49394605621931
5,31,-75.49394605621931
6,31,-75.49394605621931
7,31,-75.49394605621931
8,31,-75.49394605621931
9,31,-75.49394605621931
10,31,-75.49394605621931
11,31,-75.49394605621931
12,31,-75.49394605621931
13,31,-75.49394605621931
14,31,-72.03928737240474
15,31,-75.49394605621931
16,31,-72.03928737240474
17,31,-75.49394605621931
18,31,-75.49394605621931
19,31,-65.12997000477561
20,31,-2.1587847590399036
21,31,-46.74983886002205
22,31,-40.94735921807364
23,31,-12.203252021876388
24,31,-40.94735921807364
25,31,-75.4939460562193
26,31,-12.203252021876388
27,31,-75.4939460562193
28,31,-12.203252021876388
29,31,-40.94735921807364
30,31,-75.4939460562193
31,31,-36.70537159718557
32,0,-39.31856545445203
32,1,-75.49394605621931
32,2,-26.864578930511005
32,3,-65.15812302714295
32,4,-59.990211512604766
32,5,-23.814830910837482
32,6,-75.49394605621931
32,7,-23.81483091083748
32,8,-39.31856545445203
32,9,-23.814830910837482
32,10,-23.81483091083748
32,11,-23.81483091083748
32,12,-23.81483091083748
32,13,-49.65438848352839
32,14,-59.990211512604766
32,15,-24.429045320442537
32,16,-23.625357734825727
32,17,-65.15812302714295
32,18,-65.15812302714295
32,19,-34.150653939913845
32,20,-12.732155027109485
32,21,-12.732155027109489
32,22,-17.224275895222917
32,23,-12.732155027109489
32,24,-11.784789147050716
32,25,-7.242387716890558
32,26,-28.306951778950907
32,27,-75.4939460562193
32,28,-23.814830910837475
32,29,-79.98606692433273
