iteration,action list,network estimate list,action chosen
295,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-20.001344680786133, -19.96743392944336, -19.966350555419922, -19.938112258911133, -19.939908981323242, -19.905607223510742]","[0, 0, 1, 1]"
296,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-20.20319938659668, -20.17659568786621, -20.143051147460938, -20.140975952148438]","[0, 0, 0, 1]"
297,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-20.17506217956543, -20.146209716796875, -20.11307144165039, -20.11335563659668]","[0, 0, 1, 0]"
298,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-20.298587799072266, -20.26420783996582, -20.26324462890625, -20.234539031982422, -20.236528396606445, -20.20183563232422]","[0, 0, 1, 1]"
299,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-20.49992561340332, -20.472808837890625, -20.439008712768555, -20.43708038330078]","[0, 0, 0, 1]"
300,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-20.460107803344727, -20.430925369262695, -20.397470474243164, -20.397924423217773]","[0, 0, 1, 0]"
301,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-20.578554153442383, -20.543764114379883, -20.543001174926758, -20.513790130615234, -20.515960693359375, -20.480892181396484]","[0, 0, 1, 1]"
302,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-20.7814884185791, -20.75387954711914, -20.719839096069336, -20.718063354492188]","[0, 0, 0, 1]"
303,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-20.749807357788086, -20.72014808654785, -20.686405181884766, -20.6870174407959]","[0, 0, 1, 0]"
304,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-20.87468910217285, -20.839534759521484, -20.83902931213379, -20.809202194213867, -20.811521530151367, -20.776086807250977]","[0, 0, 1, 1]"
305,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-21.084712982177734, -21.056598663330078, -21.022308349609375, -21.02066993713379]","[0, 0, 0, 1]"
306,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-21.05291175842285, -21.02276611328125, -20.98873519897461, -20.989498138427734]","[0, 0, 1, 0]"
307,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-21.178544998168945, -21.14312171936035, -21.142765045166016, -21.11232566833496, -21.114776611328125, -21.07899284362793]","[0, 0, 1, 1]"
308,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-21.388450622558594, -21.359838485717773, -21.325298309326172, -21.32375717163086]","[0, 0, 0, 1]"
309,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-21.35319709777832, -21.322580337524414, -21.28823471069336, -21.289079666137695]","[0, 0, 1, 0]"
310,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-21.47429084777832, -21.43859100341797, -21.438385009765625, -21.407337188720703, -21.40993309020996, -21.373798370361328]","[0, 0, 1, 1]"
311,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-21.682859420776367, -21.653764724731445, -21.618886947631836, -21.617488861083984]","[0, 0, 0, 1]"
312,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-21.641141891479492, -21.610065460205078, -21.575395584106445, -21.57636070251465]","[0, 0, 1, 0]"
313,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-21.75496482849121, -21.71898078918457, -21.718942642211914, -21.687314987182617, -21.6900577545166, -21.653562545776367]","[0, 0, 1, 1]"
314,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-21.95978546142578, -21.93024444580078, -21.895030975341797, -21.89381217956543]","[0, 0, 0, 1]"
315,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-21.912988662719727, -21.88151741027832, -21.84649085998535, -21.847620010375977]","[0, 0, 1, 0]"
316,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-22.02457618713379, -21.988277435302734, -21.98841094970703, -21.956226348876953, -21.959156036376953, -21.922292709350586]","[0, 0, 1, 1]"
317,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-22.2349796295166, -22.205013275146484, -22.169485092163086, -22.168474197387695]","[0, 0, 0, 1]"
318,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-22.18703269958496, -22.155162811279297, -22.119800567626953, -22.12105941772461]","[0, 0, 1, 0]"
319,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-22.295501708984375, -22.258817672729492, -22.259126663208008, -22.226377487182617, -22.229490280151367, -22.192298889160156]","[0, 0, 1, 1]"
320,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-22.49911117553711, -22.468704223632812, -22.432851791381836, -22.432065963745117]","[0, 0, 0, 1]"
321,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-22.44213104248047, -22.409818649291992, -22.37411117553711, -22.375545501708984]","[0, 0, 1, 0]"
322,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-22.542938232421875, -22.50595474243164, -22.506446838378906, -22.473094940185547, -22.476470947265625, -22.43890380859375]","[0, 0, 1, 1]"
323,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-22.744661331176758, -22.71385383605957, -22.677650451660156, -22.6771240234375]","[0, 0, 0, 1]"
324,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-22.683917999267578, -22.651165008544922, -22.6151065826416, -22.616811752319336]","[0, 0, 1, 0]"
325,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-22.785348892211914, -22.748065948486328, -22.74875831604004, -22.71478271484375, -22.71845245361328, -22.680511474609375]","[0, 0, 1, 1]"
326,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-22.910804748535156, -22.87664794921875, -22.87812614440918, -22.840347290039062, -22.842905044555664, -22.80845832824707]","[0, 0, 1, 1]"
327,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-23.110584259033203, -23.08091926574707, -23.04298210144043, -23.043014526367188]","[0, 0, 1, 0]"
328,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-23.01420021057129, -22.9765682220459, -22.977502822875977, -22.942869186401367, -22.946821212768555, -22.908536911010742]","[0, 0, 1, 1]"
329,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-23.209108352661133, -23.177499771118164, -23.140642166137695, -23.140670776367188]","[0, 0, 1, 0]"
330,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-23.262535095214844, -23.228404998779297, -23.19169044494629, -23.194202423095703]","[0, 0, 1, 0]"
331,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-23.231178283691406, -23.193225860595703, -23.194454193115234, -23.15911102294922, -23.16335105895996, -23.12473487854004]","[0, 0, 1, 1]"
332,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-23.43019676208496, -23.3981876373291, -23.361032485961914, -23.361309051513672]","[0, 0, 1, 0]"
333,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-23.48518943786621, -23.45069122314453, -23.41361427307129, -23.416433334350586]","[0, 0, 1, 0]"
334,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-23.457592010498047, -23.419322967529297, -23.420820236206055, -23.384790420532227, -23.38930320739746, -23.35036277770996]","[0, 0, 1, 1]"
335,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-23.66338539123535, -23.630979537963867, -23.59358787536621, -23.59406089782715]","[0, 0, 1, 0]"
336,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-23.716629028320312, -23.6817626953125, -23.644336700439453, -23.647422790527344]","[0, 0, 1, 0]"
337,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-23.680763244628906, -23.642148971557617, -23.643905639648438, -23.607215881347656, -23.61199188232422, -23.572736740112305]","[0, 0, 1, 1]"
338,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-23.877342224121094, -23.844572067260742, -23.806947708129883, -23.807640075683594]","[0, 0, 1, 0]"
339,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-23.925189971923828, -23.889984130859375, -23.852214813232422, -23.855615615844727]","[0, 0, 1, 0]"
340,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-23.881282806396484, -23.84230613708496, -23.8443603515625, -23.807008743286133, -23.81212043762207, -23.772499084472656]","[0, 0, 1, 1]"
341,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-24.07146644592285, -24.038341522216797, -24.00048065185547, -24.00143051147461]","[0, 0, 1, 0]"
342,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-24.110931396484375, -24.07541275024414, -24.03730583190918, -24.04106903076172]","[0, 0, 1, 0]"
343,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-24.0609188079834, -24.021560668945312, -24.02396011352539, -23.985944747924805, -23.991422653198242, -23.95143699645996]","[0, 0, 1, 1]"
344,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-24.248571395874023, -24.215112686157227, -24.17702293395996, -24.178253173828125]","[0, 0, 1, 0]"
345,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-24.28434944152832, -24.24860191345215, -24.21009635925293, -24.21424674987793]","[0, 0, 1, 0]"
346,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-24.22560691833496, -24.185897827148438, -24.188636779785156, -24.14993667602539, -24.155826568603516, -24.115482330322266]","[0, 0, 1, 1]"
347,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-24.40837860107422, -24.374618530273438, -24.3362979888916, -24.33783721923828]","[0, 0, 1, 0]"
348,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-24.436809539794922, -24.400875091552734, -24.36196517944336, -24.366540908813477]","[0, 0, 1, 0]"
349,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-24.37877082824707, -24.338716506958008, -24.341827392578125, -24.302419662475586, -24.308744430541992, -24.2680606842041]","[0, 0, 1, 1]"
350,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-24.565481185913086, -24.531457901000977, -24.492883682250977, -24.49473762512207]","[0, 0, 1, 0]"
351,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-24.596668243408203, -24.560510635375977, -24.521142959594727, -24.526203155517578]","[0, 0, 1, 0]"
352,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-24.534645080566406, -24.494239807128906, -24.497711181640625, -24.457599639892578, -24.46434783935547, -24.42333984375]","[0, 0, 1, 1]"
353,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-24.71803092956543, -24.683778762817383, -24.644926071166992, -24.64710807800293]","[0, 0, 1, 0]"
354,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-24.744356155395508, -24.707942962646484, -24.668153762817383, -24.673744201660156]","[0, 0, 1, 0]"
355,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-24.680191040039062, -24.63943862915039, -24.643285751342773, -24.602455139160156, -24.60964584350586, -24.568315505981445]","[0, 0, 1, 1]"
356,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-24.866722106933594, -24.832279205322266, -24.793153762817383, -24.795711517333984]","[0, 0, 1, 0]"
357,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-24.88838768005371, -24.851720809936523, -24.811525344848633, -24.81763458251953]","[0, 0, 1, 0]"
358,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-24.82670783996582, -24.785579681396484, -24.789813995361328, -24.748273849487305, -24.755895614624023, -24.71425437927246]","[0, 0, 1, 1]"
359,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.015954971313477, -24.981353759765625, -24.941970825195312, -24.94487762451172]","[0, 0, 1, 0]"
360,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.043617248535156, -25.006690979003906, -24.966102600097656, -24.972686767578125]","[0, 0, 1, 0]"
361,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-24.978185653686523, -24.936744689941406, -24.941326141357422, -24.899106979370117, -24.907106399536133, -24.865198135375977]","[0, 0, 1, 1]"
362,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.165372848510742, -25.130647659301758, -25.091012954711914, -25.094270706176758]","[0, 0, 1, 0]"
363,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.183120727539062, -25.14592742919922, -25.10494613647461, -25.1120548248291]","[0, 0, 1, 0]"
364,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.106687545776367, -25.064966201782227, -25.069923400878906, -25.027000427246094, -25.035400390625, -24.993268966674805]","[0, 0, 1, 1]"
365,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.28536605834961, -25.250476837158203, -25.210620880126953, -25.214265823364258]","[0, 0, 1, 0]"
366,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.300552368164062, -25.263090133666992, -25.221715927124023, -25.22943115234375]","[0, 0, 1, 0]"
367,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.222820281982422, -25.18080711364746, -25.186189651489258, -25.14264488220215, -25.15135383605957, -25.10906410217285]","[0, 0, 1, 1]"
368,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.314029693603516, -25.274791717529297, -25.282262802124023, -25.234153747558594, -25.241500854492188, -25.202117919921875]","[0, 0, 1, 1]"
369,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.495695114135742, -25.462228775024414, -25.41935157775879, -25.423812866210938]","[0, 0, 1, 0]"
370,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.333110809326172, -25.290802001953125, -25.2966251373291, -25.252471923828125, -25.2614803314209, -25.219120025634766]","[0, 0, 1, 1]"
371,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.516613006591797, -25.481191635131836, -25.440828323364258, -25.445375442504883]","[0, 0, 1, 0]"
372,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.52488899230957, -25.486873626708984, -25.44472885131836, -25.453641891479492]","[0, 0, 1, 0]"
373,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.441326141357422, -25.398733139038086, -25.404998779296875, -25.360193252563477, -25.36954116821289, -25.32709312438965]","[0, 0, 1, 1]"
374,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.616138458251953, -25.580446243286133, -25.5397891998291, -25.54486846923828]","[0, 0, 1, 0]"
375,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.618444442749023, -25.580127716064453, -25.537630081176758, -25.547176361083984]","[0, 0, 1, 0]"
376,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.525480270385742, -25.482624053955078, -25.489368438720703, -25.4438533782959, -25.45366859436035, -25.411067962646484]","[0, 0, 1, 1]"
377,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.605798721313477, -25.565305709838867, -25.574541091918945, -25.52419090270996, -25.532817840576172, -25.49245834350586]","[0, 0, 1, 1]"
378,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.779464721679688, -25.746007919311523, -25.70171356201172, -25.707666397094727]","[0, 0, 1, 0]"
379,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.601436614990234, -25.558338165283203, -25.5655574798584, -25.519329071044922, -25.52963638305664, -25.486858367919922]","[0, 0, 1, 1]"
380,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.769147872924805, -25.732973098754883, -25.691776275634766, -25.69791603088379]","[0, 0, 1, 0]"
381,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.754608154296875, -25.715669631958008, -25.67252540588379, -25.68332290649414]","[0, 0, 1, 0]"
382,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.646751403808594, -25.603437423706055, -25.611181259155273, -25.564191818237305, -25.575027465820312, -25.532100677490234]","[0, 0, 1, 1]"
383,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.80901336669922, -25.772659301757812, -25.73123550415039, -25.73794937133789]","[0, 0, 1, 0]"
384,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.789731979370117, -25.75050926208496, -25.70704460144043, -25.7185001373291]","[0, 0, 1, 0]"
385,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.68128776550293, -25.6378116607666, -25.64606285095215, -25.598295211791992, -25.60968780517578, -25.566625595092773]","[0, 0, 1, 1]"
386,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.836708068847656, -25.800172805786133, -25.7585391998291, -25.765859603881836]","[0, 0, 1, 0]"
387,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.811185836791992, -25.771711349487305, -25.727880477905273, -25.740009307861328]","[0, 0, 1, 0]"
388,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.69929313659668, -25.655691146850586, -25.664464950561523, -25.615915298461914, -25.627866744995117, -25.584697723388672]","[0, 0, 1, 1]"
389,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.855764389038086, -25.819047927856445, -25.77712059020996, -25.785152435302734]","[0, 0, 1, 0]"
390,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.829557418823242, -25.789836883544922, -25.745590209960938, -25.758384704589844]","[0, 0, 1, 0]"
391,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.71773910522461, -25.6740779876709, -25.683364868164062, -25.634044647216797, -25.64655876159668, -25.603271484375]","[0, 0, 1, 1]"
392,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.873851776123047, -25.836997985839844, -25.794681549072266, -25.803489685058594]","[0, 0, 1, 0]"
393,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.848329544067383, -25.808374404907227, -25.763700485229492, -25.77713966369629]","[0, 0, 1, 0]"
394,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.73780059814453, -25.69408416748047, -25.703866958618164, -25.653799057006836, -25.666858673095703, -25.623435974121094]","[0, 0, 1, 1]"
395,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.893911361694336, -25.856943130493164, -25.814247131347656, -25.82381248474121]","[0, 0, 1, 0]"
396,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.861181259155273, -25.820932388305664, -25.775903701782227, -25.78997802734375]","[0, 0, 1, 0]"
397,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.742591857910156, -25.698835372924805, -25.70912742614746, -25.6583194732666, -25.671924591064453, -25.628318786621094]","[0, 0, 1, 1]"
398,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.89689064025879, -25.859830856323242, -25.8167667388916, -25.82709312438965]","[0, 0, 1, 0]"
399,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.860795974731445, -25.8201961517334, -25.774934768676758, -25.78959846496582]","[0, 0, 1, 0]"
400,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.7415714263916, -25.6976261138916, -25.708585739135742, -25.65703010559082, -25.671175003051758, -25.627397537231445]","[0, 0, 1, 1]"
401,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.797048568725586, -25.75352668762207, -25.767362594604492, -25.7122859954834, -25.72492790222168, -25.682165145874023]","[0, 0, 1, 1]"
402,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.94669532775879, -25.912145614624023, -25.865713119506836, -25.876996994018555]","[0, 0, 1, 0]"
403,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.73329734802246, -25.689098358154297, -25.700769424438477, -25.64846420288086, -25.663162231445312, -25.619110107421875]","[0, 0, 1, 1]"
404,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.883974075317383, -25.846736907958984, -25.80278205871582, -25.814693450927734]","[0, 0, 1, 0]"
405,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.849687576293945, -25.808656692504883, -25.762924194335938, -25.77878189086914]","[0, 0, 1, 0]"
406,"[[1, 1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0, 1], [0, 0, 1, 1]]","[-25.73011016845703, -25.685659408569336, -25.698013305664062, -25.644981384277344, -25.660213470458984, -25.615821838378906]","[0, 0, 1, 1]"
407,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.889331817626953, -25.851905822753906, -25.807647705078125, -25.820274353027344]","[0, 0, 1, 0]"
408,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-25.853002548217773, -25.811857223510742, -25.765886306762695, -25.78219223022461]","[0, 0, 1, 0]"
