iteration,action list,network estimate list,action chosen
160,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.11326485127210617, 0.11326485127210617, 0.11326485127210617, 0.11326485127210617]","[1, 0, 0, 0]"
161,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.1128583773970604, 0.1128583773970604, 0.1128583773970604]","[0, 1, 0, 0]"
162,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.11251635104417801, 0.11251635104417801]","[0, 0, 1, 0]"
163,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.11213763803243637, 0.11213763803243637, 0.11213763803243637, 0.11213763803243637]","[1, 0, 0, 0]"
164,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.11172626912593842, 0.11172626912593842, 0.11172626912593842]","[0, 1, 0, 0]"
165,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.11119367182254791, 0.11119367182254791]","[0, 0, 1, 0]"
166,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.11064329743385315, 0.11064329743385315, 0.11064329743385315, 0.11064329743385315]","[1, 0, 0, 0]"
167,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.1101713627576828, 0.1101713627576828, 0.1101713627576828]","[0, 1, 0, 0]"
168,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.10967588424682617, 0.10967588424682617]","[0, 0, 1, 0]"
169,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.10915841907262802, 0.10915841907262802, 0.10915841907262802, 0.10915841907262802]","[1, 0, 0, 0]"
170,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.10862158238887787, 0.10862158238887787, 0.10862158238887787]","[0, 1, 0, 0]"
171,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.10797594487667084, 0.10797594487667084]","[0, 0, 1, 0]"
172,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.10723374038934708, 0.10723374038934708, 0.10723374038934708, 0.10723374038934708]","[1, 0, 0, 0]"
173,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.10640688985586166, 0.10640688985586166, 0.10640688985586166]","[0, 1, 0, 0]"
174,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.10559240728616714, 0.10559240728616714]","[0, 0, 1, 0]"
175,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.10478837043046951, 0.10478837043046951, 0.10478837043046951, 0.10478837043046951]","[1, 0, 0, 0]"
176,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.10399419814348221, 0.10399419814348221, 0.10399419814348221]","[0, 1, 0, 0]"
177,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.10320879518985748, 0.10320879518985748]","[0, 0, 1, 0]"
178,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.10243058949708939, 0.10243058949708939, 0.10243058949708939, 0.10243058949708939]","[1, 0, 0, 0]"
179,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.10157078504562378, 0.10157078504562378, 0.10157078504562378]","[0, 1, 0, 0]"
180,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.10063904523849487, 0.10063904523849487]","[0, 0, 1, 0]"
181,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.09964343160390854, 0.09964343160390854, 0.09964343160390854, 0.09964343160390854]","[1, 0, 0, 0]"
182,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.09867749363183975, 0.09867749363183975, 0.09867749363183975]","[0, 1, 0, 0]"
183,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.0976523756980896, 0.0976523756980896]","[0, 0, 1, 0]"
184,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.09675059467554092, 0.09675059467554092, 0.09675059467554092, 0.09675059467554092]","[1, 0, 0, 0]"
185,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.09586938470602036, 0.09586938470602036, 0.09586938470602036]","[0, 1, 0, 0]"
186,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.09492000192403793, 0.09492000192403793]","[0, 0, 1, 0]"
187,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.0939955934882164, 0.0939955934882164, 0.0939955934882164, 0.0939955934882164]","[1, 0, 0, 0]"
188,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.09309416264295578, 0.09309416264295578, 0.09309416264295578]","[0, 1, 0, 0]"
189,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.09230493754148483, 0.09230493754148483]","[0, 0, 1, 0]"
190,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.09161656349897385, 0.09161656349897385, 0.09161656349897385, 0.09161656349897385]","[1, 0, 0, 0]"
191,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.09092743694782257, 0.09092743694782257, 0.09092743694782257]","[0, 1, 0, 0]"
192,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.09023750573396683, 0.09023750573396683]","[0, 0, 1, 0]"
193,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.08963906764984131, 0.08963906764984131, 0.08963906764984131, 0.08963906764984131]","[1, 0, 0, 0]"
194,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.08894046396017075, 0.08894046396017075, 0.08894046396017075]","[0, 1, 0, 0]"
195,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.0881531834602356, 0.0881531834602356]","[0, 0, 1, 0]"
196,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.08737466484308243, 0.08737466484308243, 0.08737466484308243, 0.08737466484308243]","[1, 0, 0, 0]"
197,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.08660450577735901, 0.08660450577735901, 0.08660450577735901]","[0, 1, 0, 0]"
198,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.08593417704105377, 0.08593417704105377]","[0, 0, 1, 0]"
199,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.08517136424779892, 0.08517136424779892, 0.08517136424779892, 0.08517136424779892]","[1, 0, 0, 0]"
200,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.08432721346616745, 0.08432721346616745, 0.08432721346616745]","[0, 1, 0, 0]"
201,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.08341110497713089, 0.08341110497713089]","[0, 0, 1, 0]"
202,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.08260808885097504, 0.08260808885097504, 0.08260808885097504, 0.08260808885097504]","[1, 0, 0, 0]"
203,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.08181624114513397, 0.08181624114513397, 0.08181624114513397]","[0, 1, 0, 0]"
204,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.081034354865551, 0.081034354865551]","[0, 0, 1, 0]"
205,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.08017311245203018, 0.08017311245203018, 0.08017311245203018, 0.08017311245203018]","[1, 0, 0, 0]"
206,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.07942008227109909, 0.07942008227109909, 0.07942008227109909]","[0, 1, 0, 0]"
207,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.07858526706695557, 0.07858526706695557]","[0, 0, 1, 0]"
208,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.07785575091838837, 0.07785575091838837, 0.07785575091838837, 0.07785575091838837]","[1, 0, 0, 0]"
209,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.07704226672649384, 0.07704226672649384, 0.07704226672649384]","[0, 1, 0, 0]"
210,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.07615438103675842, 0.07615438103675842]","[0, 0, 1, 0]"
211,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.07528654485940933, 0.07528654485940933, 0.07528654485940933, 0.07528654485940933]","[1, 0, 0, 0]"
212,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.07452747225761414, 0.07452747225761414, 0.07452747225761414]","[0, 1, 0, 0]"
213,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.07368827611207962, 0.07368827611207962]","[0, 0, 1, 0]"
214,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.0729547068476677, 0.0729547068476677, 0.0729547068476677, 0.0729547068476677]","[1, 0, 0, 0]"
215,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.07231692969799042, 0.07231692969799042, 0.07231692969799042]","[0, 1, 0, 0]"
216,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.07167457044124603, 0.07167457044124603]","[0, 0, 1, 0]"
217,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.0709390863776207, 0.0709390863776207, 0.0709390863776207, 0.0709390863776207]","[1, 0, 0, 0]"
218,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.07012124359607697, 0.07012124359607697, 0.07012124359607697]","[0, 1, 0, 0]"
219,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.06940730661153793, 0.06940730661153793]","[0, 0, 1, 0]"
220,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.06878693401813507, 0.06878693401813507, 0.06878693401813507, 0.06878693401813507]","[1, 0, 0, 0]"
221,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.06825143098831177, 0.06825143098831177, 0.06825143098831177]","[0, 1, 0, 0]"
222,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.0677926242351532, 0.0677926242351532]","[0, 0, 1, 0]"
223,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.06740280985832214, 0.06740280985832214, 0.06740280985832214, 0.06740280985832214]","[1, 0, 0, 0]"
224,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.06689292937517166, 0.06689292937517166, 0.06689292937517166]","[0, 1, 0, 0]"
225,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.06627627462148666, 0.06627627462148666]","[0, 0, 1, 0]"
226,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.06556440889835358, 0.06556440889835358, 0.06556440889835358, 0.06556440889835358]","[1, 0, 0, 0]"
227,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.06476825475692749, 0.06476825475692749, 0.06476825475692749]","[0, 1, 0, 0]"
228,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.0638972595334053, 0.0638972595334053]","[0, 0, 1, 0]"
229,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.06304558366537094, 0.06304558366537094, 0.06304558366537094, 0.06304558366537094]","[1, 0, 0, 0]"
230,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.06212523207068443, 0.06212523207068443, 0.06212523207068443]","[0, 1, 0, 0]"
231,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.061318643391132355, 0.061318643391132355]","[0, 0, 1, 0]"
232,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.060525063425302505, 0.060525063425302505, 0.060525063425302505, 0.060525063425302505]","[1, 0, 0, 0]"
233,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.05974341556429863, 0.05974341556429863, 0.05974341556429863]","[0, 1, 0, 0]"
234,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.05906221270561218, 0.05906221270561218]","[0, 0, 1, 0]"
235,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.05838128924369812, 0.05838128924369812, 0.05838128924369812, 0.05838128924369812]","[1, 0, 0, 0]"
236,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.057612933218479156, 0.057612933218479156, 0.057612933218479156]","[0, 1, 0, 0]"
237,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.05694375932216644, 0.05694375932216644]","[0, 0, 1, 0]"
238,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.05627370998263359, 0.05627370998263359, 0.05627370998263359, 0.05627370998263359]","[1, 0, 0, 0]"
239,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.05569338798522949, 0.05569338798522949, 0.05569338798522949]","[0, 1, 0, 0]"
240,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.055014725774526596, 0.055014725774526596]","[0, 0, 1, 0]"
241,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.054336149245500565, 0.054336149245500565, 0.054336149245500565, 0.054336149245500565]","[1, 0, 0, 0]"
242,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.05356983840465546, 0.05356983840465546, 0.05356983840465546]","[0, 1, 0, 0]"
243,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.052812762558460236, 0.052812762558460236]","[0, 0, 1, 0]"
244,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.052063602954149246, 0.052063602954149246, 0.052063602954149246, 0.052063602954149246]","[1, 0, 0, 0]"
245,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.05132179707288742, 0.05132179707288742, 0.05132179707288742]","[0, 1, 0, 0]"
246,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.0505865253508091, 0.0505865253508091]","[0, 0, 1, 0]"
247,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.049768753349781036, 0.049768753349781036, 0.049768753349781036, 0.049768753349781036]","[1, 0, 0, 0]"
248,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.048965197056531906, 0.048965197056531906, 0.048965197056531906]","[0, 1, 0, 0]"
249,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.048264484852552414, 0.048264484852552414]","[0, 0, 1, 0]"
250,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.047477662563323975, 0.047477662563323975, 0.047477662563323975, 0.047477662563323975]","[1, 0, 0, 0]"
251,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.04670203849673271, 0.04670203849673271, 0.04670203849673271]","[0, 1, 0, 0]"
252,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.0460265576839447, 0.0460265576839447]","[0, 0, 1, 0]"
253,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.04526233300566673, 0.04526233300566673, 0.04526233300566673, 0.04526233300566673]","[1, 0, 0, 0]"
254,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.04441947117447853, 0.04441947117447853, 0.04441947117447853]","[0, 1, 0, 0]"
255,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.04350670054554939, 0.04350670054554939]","[0, 0, 1, 0]"
256,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.04270695894956589, 0.04270695894956589, 0.04270695894956589, 0.04270695894956589]","[1, 0, 0, 0]"
257,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.04200959950685501, 0.04200959950685501, 0.04200959950685501]","[0, 1, 0, 0]"
258,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.04131486639380455, 0.04131486639380455]","[0, 0, 1, 0]"
259,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.040534161031246185, 0.040534161031246185, 0.040534161031246185, 0.040534161031246185]","[1, 0, 0, 0]"
260,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.03967726230621338, 0.03967726230621338, 0.03967726230621338]","[0, 1, 0, 0]"
261,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.03875260800123215, 0.03875260800123215]","[0, 0, 1, 0]"
262,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.03794208914041519, 0.03794208914041519, 0.03794208914041519, 0.03794208914041519]","[1, 0, 0, 0]"
263,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.03723493963479996, 0.03723493963479996, 0.03723493963479996]","[0, 1, 0, 0]"
264,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.03653176873922348, 0.03653176873922348]","[0, 0, 1, 0]"
265,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.03574422374367714, 0.03574422374367714, 0.03574422374367714, 0.03574422374367714]","[1, 0, 0, 0]"
266,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.03505783528089523, 0.03505783528089523, 0.03505783528089523]","[0, 1, 0, 0]"
267,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.03446277230978012, 0.03446277230978012]","[0, 0, 1, 0]"
268,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.03386018052697182, 0.03386018052697182, 0.03386018052697182, 0.03386018052697182]","[1, 0, 0, 0]"
269,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.03325102478265762, 0.03325102478265762, 0.03325102478265762]","[0, 1, 0, 0]"
270,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.03263586759567261, 0.03263586759567261]","[0, 0, 1, 0]"
271,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.032104942947626114, 0.032104942947626114, 0.032104942947626114, 0.032104942947626114]","[1, 0, 0, 0]"
272,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.031650394201278687, 0.031650394201278687, 0.031650394201278687]","[0, 1, 0, 0]"
273,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.031264811754226685, 0.031264811754226685]","[0, 0, 1, 0]"
274,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.030941182747483253, 0.030941182747483253, 0.030941182747483253, 0.030941182747483253]","[1, 0, 0, 0]"
275,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.03049192763864994, 0.03049192763864994, 0.03049192763864994]","[0, 1, 0, 0]"
276,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.03011115826666355, 0.03011115826666355]","[0, 0, 1, 0]"
277,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.029791904613375664, 0.029791904613375664, 0.029791904613375664, 0.029791904613375664]","[1, 0, 0, 0]"
278,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.029528530314564705, 0.029528530314564705, 0.029528530314564705]","[0, 1, 0, 0]"
279,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.029132796451449394, 0.029132796451449394]","[0, 0, 1, 0]"
280,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.028800075873732567, 0.028800075873732567, 0.028800075873732567, 0.028800075873732567]","[1, 0, 0, 0]"
281,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.02852458506822586, 0.02852458506822586, 0.02852458506822586]","[0, 1, 0, 0]"
282,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.028300777077674866, 0.028300777077674866]","[0, 0, 1, 0]"
283,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.028031516820192337, 0.028031516820192337, 0.028031516820192337, 0.028031516820192337]","[1, 0, 0, 0]"
284,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.027813423424959183, 0.027813423424959183, 0.027813423424959183]","[0, 1, 0, 0]"
285,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.02754940278828144, 0.02754940278828144]","[0, 0, 1, 0]"
286,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.02715151198208332, 0.02715151198208332, 0.02715151198208332, 0.02715151198208332]","[1, 0, 0, 0]"
287,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.026725636795163155, 0.026725636795163155, 0.026725636795163155]","[0, 1, 0, 0]"
288,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.026183323934674263, 0.026183323934674263]","[0, 0, 1, 0]"
289,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.025627151131629944, 0.025627151131629944, 0.025627151131629944, 0.025627151131629944]","[1, 0, 0, 0]"
290,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.02496837079524994, 0.02496837079524994, 0.02496837079524994]","[0, 1, 0, 0]"
291,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.024398835375905037, 0.024398835375905037]","[0, 0, 1, 0]"
292,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.023818159475922585, 0.023818159475922585, 0.023818159475922585, 0.023818159475922585]","[1, 0, 0, 0]"
293,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.023227684199810028, 0.023227684199810028, 0.023227684199810028]","[0, 1, 0, 0]"
294,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.02271989732980728, 0.02271989732980728]","[0, 0, 1, 0]"
295,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.02219456434249878, 0.02219456434249878, 0.02219456434249878, 0.02219456434249878]","[1, 0, 0, 0]"
296,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.021562715992331505, 0.021562715992331505, 0.021562715992331505]","[0, 1, 0, 0]"
297,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.02083590254187584, 0.02083590254187584]","[0, 0, 1, 0]"
298,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.02002415992319584, 0.02002415992319584, 0.02002415992319584, 0.02002415992319584]","[1, 0, 0, 0]"
299,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.019316652789711952, 0.019316652789711952, 0.019316652789711952]","[0, 1, 0, 0]"
300,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.018522730097174644, 0.018522730097174644]","[0, 0, 1, 0]"
301,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.017740312963724136, 0.017740312963724136, 0.017740312963724136, 0.017740312963724136]","[1, 0, 0, 0]"
302,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.01696825586259365, 0.01696825586259365, 0.01696825586259365]","[0, 1, 0, 0]"
303,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.016205457970499992, 0.016205457970499992]","[0, 0, 1, 0]"
304,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.015541866421699524, 0.015541866421699524, 0.015541866421699524, 0.015541866421699524]","[1, 0, 0, 0]"
305,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.014786708168685436, 0.014786708168685436, 0.014786708168685436]","[0, 1, 0, 0]"
306,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.013949943706393242, 0.013949943706393242]","[0, 0, 1, 0]"
307,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.013040428049862385, 0.013040428049862385, 0.013040428049862385, 0.013040428049862385]","[1, 0, 0, 0]"
308,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.01206621527671814, 0.01206621527671814, 0.01206621527671814]","[0, 1, 0, 0]"
309,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.011034451425075531, 0.011034451425075531]","[0, 0, 1, 0]"
310,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.009951471351087093, 0.009951471351087093, 0.009951471351087093, 0.009951471351087093]","[1, 0, 0, 0]"
311,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.008909648284316063, 0.008909648284316063, 0.008909648284316063]","[0, 1, 0, 0]"
312,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.007994142360985279, 0.007994142360985279]","[0, 0, 1, 0]"
313,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.00719254557043314, 0.00719254557043314, 0.00719254557043314, 0.00719254557043314]","[1, 0, 0, 0]"
314,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.006315777078270912, 0.006315777078270912, 0.006315777078270912]","[0, 1, 0, 0]"
315,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.005372039508074522, 0.005372039508074522]","[0, 0, 1, 0]"
316,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.004455727990716696, 0.004455727990716696, 0.004455727990716696, 0.004455727990716696]","[1, 0, 0, 0]"
317,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.003564124461263418, 0.003564124461263418, 0.003564124461263418]","[0, 1, 0, 0]"
318,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[0.002607169095426798, 0.002607169095426798]","[0, 0, 1, 0]"
319,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[0.0015919706784188747, 0.0015919706784188747, 0.0015919706784188747, 0.0015919706784188747]","[1, 0, 0, 0]"
