iteration,action list,network estimate list,action chosen
158,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.16931980848312378, -0.16931980848312378, -0.16931980848312378]","[0, 1, 0, 0]"
159,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.17031285166740417, -0.17031285166740417]","[0, 0, 1, 0]"
160,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.17130157351493835, -0.17130157351493835, -0.17130157351493835, -0.17130157351493835]","[1, 0, 0, 0]"
161,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.17228952050209045, -0.17228952050209045, -0.17228952050209045]","[0, 1, 0, 0]"
162,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.17327676713466644, -0.17327676713466644]","[0, 0, 1, 0]"
163,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.17429229617118835, -0.17429229617118835, -0.17429229617118835, -0.17429229617118835]","[1, 0, 0, 0]"
164,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.1753091663122177, -0.1753091663122177, -0.1753091663122177]","[0, 1, 0, 0]"
165,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.17633943259716034, -0.17633943259716034]","[0, 0, 1, 0]"
166,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.17738109827041626, -0.17738109827041626, -0.17738109827041626, -0.17738109827041626]","[1, 0, 0, 0]"
167,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.1784210503101349, -0.1784210503101349, -0.1784210503101349]","[0, 1, 0, 0]"
168,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.17945697903633118, -0.17945697903633118]","[0, 0, 1, 0]"
169,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.18050351738929749, -0.18050351738929749, -0.18050351738929749, -0.18050351738929749]","[1, 0, 0, 0]"
170,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.1815623790025711, -0.1815623790025711, -0.1815623790025711]","[0, 1, 0, 0]"
171,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.18261505663394928, -0.18261505663394928]","[0, 0, 1, 0]"
172,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.1836564987897873, -0.1836564987897873, -0.1836564987897873, -0.1836564987897873]","[1, 0, 0, 0]"
173,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.18468855321407318, -0.18468855321407318, -0.18468855321407318]","[0, 1, 0, 0]"
174,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.18573680520057678, -0.18573680520057678]","[0, 0, 1, 0]"
175,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.18679159879684448, -0.18679159879684448, -0.18679159879684448, -0.18679159879684448]","[1, 0, 0, 0]"
176,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.18783792853355408, -0.18783792853355408, -0.18783792853355408]","[0, 1, 0, 0]"
177,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.18887150287628174, -0.18887150287628174]","[0, 0, 1, 0]"
178,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.18988804519176483, -0.18988804519176483, -0.18988804519176483, -0.18988804519176483]","[1, 0, 0, 0]"
179,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.19088482856750488, -0.19088482856750488, -0.19088482856750488]","[0, 1, 0, 0]"
180,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.19189156591892242, -0.19189156591892242]","[0, 0, 1, 0]"
181,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.19289915263652802, -0.19289915263652802, -0.19289915263652802, -0.19289915263652802]","[1, 0, 0, 0]"
182,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.1939055621623993, -0.1939055621623993, -0.1939055621623993]","[0, 1, 0, 0]"
183,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.1949034184217453, -0.1949034184217453]","[0, 0, 1, 0]"
184,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.19591058790683746, -0.19591058790683746, -0.19591058790683746, -0.19591058790683746]","[1, 0, 0, 0]"
185,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.19689375162124634, -0.19689375162124634, -0.19689375162124634]","[0, 1, 0, 0]"
186,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.19787585735321045, -0.19787585735321045]","[0, 0, 1, 0]"
187,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.19885118305683136, -0.19885118305683136, -0.19885118305683136, -0.19885118305683136]","[1, 0, 0, 0]"
188,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.1998082548379898, -0.1998082548379898, -0.1998082548379898]","[0, 1, 0, 0]"
189,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.20078721642494202, -0.20078721642494202]","[0, 0, 1, 0]"
190,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.20175471901893616, -0.20175471901893616, -0.20175471901893616, -0.20175471901893616]","[1, 0, 0, 0]"
191,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.20272280275821686, -0.20272280275821686, -0.20272280275821686]","[0, 1, 0, 0]"
192,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.20369650423526764, -0.20369650423526764]","[0, 0, 1, 0]"
193,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.20466190576553345, -0.20466190576553345, -0.20466190576553345, -0.20466190576553345]","[1, 0, 0, 0]"
194,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2056407481431961, -0.2056407481431961, -0.2056407481431961]","[0, 1, 0, 0]"
195,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.20661644637584686, -0.20661644637584686]","[0, 0, 1, 0]"
196,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2075887769460678, -0.2075887769460678, -0.2075887769460678, -0.2075887769460678]","[1, 0, 0, 0]"
197,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.20855367183685303, -0.20855367183685303, -0.20855367183685303]","[0, 1, 0, 0]"
198,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.20950917899608612, -0.20950917899608612]","[0, 0, 1, 0]"
199,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.21046344935894012, -0.21046344935894012, -0.21046344935894012, -0.21046344935894012]","[1, 0, 0, 0]"
200,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.21141204237937927, -0.21141204237937927, -0.21141204237937927]","[0, 1, 0, 0]"
201,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.21237611770629883, -0.21237611770629883]","[0, 0, 1, 0]"
202,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.21334069967269897, -0.21334069967269897, -0.21334069967269897, -0.21334069967269897]","[1, 0, 0, 0]"
203,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.21430440247058868, -0.21430440247058868, -0.21430440247058868]","[0, 1, 0, 0]"
204,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.21527236700057983, -0.21527236700057983]","[0, 0, 1, 0]"
205,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.21623802185058594, -0.21623802185058594, -0.21623802185058594, -0.21623802185058594]","[1, 0, 0, 0]"
206,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.21722054481506348, -0.21722054481506348, -0.21722054481506348]","[0, 1, 0, 0]"
207,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.21821559965610504, -0.21821559965610504]","[0, 0, 1, 0]"
208,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.21919506788253784, -0.21919506788253784, -0.21919506788253784, -0.21919506788253784]","[1, 0, 0, 0]"
209,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.22016428411006927, -0.22016428411006927, -0.22016428411006927]","[0, 1, 0, 0]"
210,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2211449295282364, -0.2211449295282364]","[0, 0, 1, 0]"
211,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.22213971614837646, -0.22213971614837646, -0.22213971614837646, -0.22213971614837646]","[1, 0, 0, 0]"
212,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.22312778234481812, -0.22312778234481812, -0.22312778234481812]","[0, 1, 0, 0]"
213,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2241150587797165, -0.2241150587797165]","[0, 0, 1, 0]"
214,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2250874787569046, -0.2250874787569046, -0.2250874787569046, -0.2250874787569046]","[1, 0, 0, 0]"
215,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.22606328129768372, -0.22606328129768372, -0.22606328129768372]","[0, 1, 0, 0]"
216,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.22705240547657013, -0.22705240547657013]","[0, 0, 1, 0]"
217,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2280421406030655, -0.2280421406030655, -0.2280421406030655, -0.2280421406030655]","[1, 0, 0, 0]"
218,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.22902320325374603, -0.22902320325374603, -0.22902320325374603]","[0, 1, 0, 0]"
219,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.23001183569431305, -0.23001183569431305]","[0, 0, 1, 0]"
220,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.23100881278514862, -0.23100881278514862, -0.23100881278514862, -0.23100881278514862]","[1, 0, 0, 0]"
221,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.23199881613254547, -0.23199881613254547, -0.23199881613254547]","[0, 1, 0, 0]"
222,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.23298513889312744, -0.23298513889312744]","[0, 0, 1, 0]"
223,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2339567095041275, -0.2339567095041275, -0.2339567095041275, -0.2339567095041275]","[1, 0, 0, 0]"
224,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.23492667078971863, -0.23492667078971863, -0.23492667078971863]","[0, 1, 0, 0]"
225,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.23592336475849152, -0.23592336475849152]","[0, 0, 1, 0]"
226,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.23692482709884644, -0.23692482709884644, -0.23692482709884644, -0.23692482709884644]","[1, 0, 0, 0]"
227,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.23793938755989075, -0.23793938755989075, -0.23793938755989075]","[0, 1, 0, 0]"
228,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.23895294964313507, -0.23895294964313507]","[0, 0, 1, 0]"
229,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.23997971415519714, -0.23997971415519714, -0.23997971415519714, -0.23997971415519714]","[1, 0, 0, 0]"
230,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.24100668728351593, -0.24100668728351593, -0.24100668728351593]","[0, 1, 0, 0]"
231,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.24201834201812744, -0.24201834201812744]","[0, 0, 1, 0]"
232,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.24301499128341675, -0.24301499128341675, -0.24301499128341675, -0.24301499128341675]","[1, 0, 0, 0]"
233,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2440148890018463, -0.2440148890018463, -0.2440148890018463]","[0, 1, 0, 0]"
234,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2450021505355835, -0.2450021505355835]","[0, 0, 1, 0]"
235,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.24599510431289673, -0.24599510431289673, -0.24599510431289673, -0.24599510431289673]","[1, 0, 0, 0]"
236,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.24698671698570251, -0.24698671698570251, -0.24698671698570251]","[0, 1, 0, 0]"
237,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.24797174334526062, -0.24797174334526062]","[0, 0, 1, 0]"
238,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.24896779656410217, -0.24896779656410217, -0.24896779656410217, -0.24896779656410217]","[1, 0, 0, 0]"
239,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.24996204674243927, -0.24996204674243927, -0.24996204674243927]","[0, 1, 0, 0]"
240,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2509545683860779, -0.2509545683860779]","[0, 0, 1, 0]"
241,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.25193148851394653, -0.25193148851394653, -0.25193148851394653, -0.25193148851394653]","[1, 0, 0, 0]"
242,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2529137134552002, -0.2529137134552002, -0.2529137134552002]","[0, 1, 0, 0]"
243,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2539007365703583, -0.2539007365703583]","[0, 0, 1, 0]"
244,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.25487539172172546, -0.25487539172172546, -0.25487539172172546, -0.25487539172172546]","[1, 0, 0, 0]"
245,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2558400630950928, -0.2558400630950928, -0.2558400630950928]","[0, 1, 0, 0]"
246,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.25680360198020935, -0.25680360198020935]","[0, 0, 1, 0]"
247,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.25778061151504517, -0.25778061151504517, -0.25778061151504517, -0.25778061151504517]","[1, 0, 0, 0]"
248,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.25875523686408997, -0.25875523686408997, -0.25875523686408997]","[0, 1, 0, 0]"
249,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2597457468509674, -0.2597457468509674]","[0, 0, 1, 0]"
250,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2607623040676117, -0.2607623040676117, -0.2607623040676117, -0.2607623040676117]","[1, 0, 0, 0]"
251,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2617749869823456, -0.2617749869823456, -0.2617749869823456]","[0, 1, 0, 0]"
252,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2627814710140228, -0.2627814710140228]","[0, 0, 1, 0]"
253,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2637760639190674, -0.2637760639190674, -0.2637760639190674, -0.2637760639190674]","[1, 0, 0, 0]"
254,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2647741138935089, -0.2647741138935089, -0.2647741138935089]","[0, 1, 0, 0]"
255,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.26578038930892944, -0.26578038930892944]","[0, 0, 1, 0]"
256,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2667904198169708, -0.2667904198169708, -0.2667904198169708, -0.2667904198169708]","[1, 0, 0, 0]"
257,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2677971124649048, -0.2677971124649048, -0.2677971124649048]","[0, 1, 0, 0]"
258,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2688007950782776, -0.2688007950782776]","[0, 0, 1, 0]"
259,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.26980578899383545, -0.26980578899383545, -0.26980578899383545, -0.26980578899383545]","[1, 0, 0, 0]"
260,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.27080538868904114, -0.27080538868904114, -0.27080538868904114]","[0, 1, 0, 0]"
261,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2718260586261749, -0.2718260586261749]","[0, 0, 1, 0]"
262,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2728487551212311, -0.2728487551212311, -0.2728487551212311, -0.2728487551212311]","[1, 0, 0, 0]"
263,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2738770842552185, -0.2738770842552185, -0.2738770842552185]","[0, 1, 0, 0]"
264,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2748922109603882, -0.2748922109603882]","[0, 0, 1, 0]"
265,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.27590227127075195, -0.27590227127075195, -0.27590227127075195, -0.27590227127075195]","[1, 0, 0, 0]"
266,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2769114673137665, -0.2769114673137665, -0.2769114673137665]","[0, 1, 0, 0]"
267,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2779121398925781, -0.2779121398925781]","[0, 0, 1, 0]"
268,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2789222002029419, -0.2789222002029419, -0.2789222002029419, -0.2789222002029419]","[1, 0, 0, 0]"
269,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2799288034439087, -0.2799288034439087, -0.2799288034439087]","[0, 1, 0, 0]"
270,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.28096073865890503, -0.28096073865890503]","[0, 0, 1, 0]"
271,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2819620370864868, -0.2819620370864868, -0.2819620370864868, -0.2819620370864868]","[1, 0, 0, 0]"
272,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2829684913158417, -0.2829684913158417, -0.2829684913158417]","[0, 1, 0, 0]"
273,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.28397172689437866, -0.28397172689437866]","[0, 0, 1, 0]"
274,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.28498131036758423, -0.28498131036758423, -0.28498131036758423, -0.28498131036758423]","[1, 0, 0, 0]"
275,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.28598472476005554, -0.28598472476005554, -0.28598472476005554]","[0, 1, 0, 0]"
276,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.28696948289871216, -0.28696948289871216]","[0, 0, 1, 0]"
277,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2879626154899597, -0.2879626154899597, -0.2879626154899597, -0.2879626154899597]","[1, 0, 0, 0]"
278,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.28897202014923096, -0.28897202014923096, -0.28897202014923096]","[0, 1, 0, 0]"
279,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2899804413318634, -0.2899804413318634]","[0, 0, 1, 0]"
280,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2909895181655884, -0.2909895181655884, -0.2909895181655884, -0.2909895181655884]","[1, 0, 0, 0]"
281,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2919923961162567, -0.2919923961162567, -0.2919923961162567]","[0, 1, 0, 0]"
282,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2929975986480713, -0.2929975986480713]","[0, 0, 1, 0]"
283,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2939906120300293, -0.2939906120300293, -0.2939906120300293, -0.2939906120300293]","[1, 0, 0, 0]"
284,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2949921190738678, -0.2949921190738678, -0.2949921190738678]","[0, 1, 0, 0]"
285,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2959960401058197, -0.2959960401058197]","[0, 0, 1, 0]"
286,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.29701387882232666, -0.29701387882232666, -0.29701387882232666, -0.29701387882232666]","[1, 0, 0, 0]"
287,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2980348765850067, -0.2980348765850067, -0.2980348765850067]","[0, 1, 0, 0]"
288,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.2990535497665405, -0.2990535497665405]","[0, 0, 1, 0]"
289,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.30004793405532837, -0.30004793405532837, -0.30004793405532837, -0.30004793405532837]","[1, 0, 0, 0]"
290,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3010454475879669, -0.3010454475879669, -0.3010454475879669]","[0, 1, 0, 0]"
291,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3020378351211548, -0.3020378351211548]","[0, 0, 1, 0]"
292,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3030296564102173, -0.3030296564102173, -0.3030296564102173, -0.3030296564102173]","[1, 0, 0, 0]"
293,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3040117025375366, -0.3040117025375366, -0.3040117025375366]","[0, 1, 0, 0]"
294,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3049981892108917, -0.3049981892108917]","[0, 0, 1, 0]"
295,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3059874475002289, -0.3059874475002289, -0.3059874475002289, -0.3059874475002289]","[1, 0, 0, 0]"
296,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3069724440574646, -0.3069724440574646, -0.3069724440574646]","[0, 1, 0, 0]"
297,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3079325258731842, -0.3079325258731842]","[0, 0, 1, 0]"
298,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.30890071392059326, -0.30890071392059326, -0.30890071392059326, -0.30890071392059326]","[1, 0, 0, 0]"
299,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3098667860031128, -0.3098667860031128, -0.3098667860031128]","[0, 1, 0, 0]"
300,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3108362853527069, -0.3108362853527069]","[0, 0, 1, 0]"
301,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3117945194244385, -0.3117945194244385, -0.3117945194244385, -0.3117945194244385]","[1, 0, 0, 0]"
302,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3127601742744446, -0.3127601742744446, -0.3127601742744446]","[0, 1, 0, 0]"
303,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3137272894382477, -0.3137272894382477]","[0, 0, 1, 0]"
304,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3146913945674896, -0.3146913945674896, -0.3146913945674896, -0.3146913945674896]","[1, 0, 0, 0]"
305,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3156464695930481, -0.3156464695930481, -0.3156464695930481]","[0, 1, 0, 0]"
306,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3166225552558899, -0.3166225552558899]","[0, 0, 1, 0]"
307,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.317586749792099, -0.317586749792099, -0.317586749792099, -0.317586749792099]","[1, 0, 0, 0]"
308,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3185473680496216, -0.3185473680496216, -0.3185473680496216]","[0, 1, 0, 0]"
309,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3195151686668396, -0.3195151686668396]","[0, 0, 1, 0]"
310,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.32047194242477417, -0.32047194242477417, -0.32047194242477417, -0.32047194242477417]","[1, 0, 0, 0]"
311,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.32143107056617737, -0.32143107056617737, -0.32143107056617737]","[0, 1, 0, 0]"
312,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.32236844301223755, -0.32236844301223755]","[0, 0, 1, 0]"
313,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3232978284358978, -0.3232978284358978, -0.3232978284358978, -0.3232978284358978]","[1, 0, 0, 0]"
314,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3242325484752655, -0.3242325484752655, -0.3242325484752655]","[0, 1, 0, 0]"
315,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.32518261671066284, -0.32518261671066284]","[0, 0, 1, 0]"
