iteration,action list,network estimate list,action chosen
316,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3261393904685974, -0.3261393904685974, -0.3261393904685974, -0.3261393904685974]","[1, 0, 0, 0]"
317,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3270880877971649, -0.3270880877971649, -0.3270880877971649]","[0, 1, 0, 0]"
318,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.32803207635879517, -0.32803207635879517]","[0, 0, 1, 0]"
319,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.32898879051208496, -0.32898879051208496, -0.32898879051208496, -0.32898879051208496]","[1, 0, 0, 0]"
320,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3299533724784851, -0.3299533724784851, -0.3299533724784851]","[0, 1, 0, 0]"
321,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3309275507926941, -0.3309275507926941]","[0, 0, 1, 0]"
322,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3318980932235718, -0.3318980932235718, -0.3318980932235718, -0.3318980932235718]","[1, 0, 0, 0]"
323,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.33288291096687317, -0.33288291096687317, -0.33288291096687317]","[0, 1, 0, 0]"
324,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.33389365673065186, -0.33389365673065186]","[0, 0, 1, 0]"
325,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.33489954471588135, -0.33489954471588135, -0.33489954471588135, -0.33489954471588135]","[1, 0, 0, 0]"
326,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3358975648880005, -0.3358975648880005, -0.3358975648880005]","[0, 1, 0, 0]"
327,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.33689913153648376, -0.33689913153648376]","[0, 0, 1, 0]"
328,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.337915301322937, -0.337915301322937, -0.337915301322937, -0.337915301322937]","[1, 0, 0, 0]"
329,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.33891192078590393, -0.33891192078590393, -0.33891192078590393]","[0, 1, 0, 0]"
330,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3399121165275574, -0.3399121165275574]","[0, 0, 1, 0]"
331,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.34092167019844055, -0.34092167019844055, -0.34092167019844055, -0.34092167019844055]","[1, 0, 0, 0]"
332,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3419387936592102, -0.3419387936592102, -0.3419387936592102]","[0, 1, 0, 0]"
333,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.34296247363090515, -0.34296247363090515]","[0, 0, 1, 0]"
334,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3439878225326538, -0.3439878225326538, -0.3439878225326538, -0.3439878225326538]","[1, 0, 0, 0]"
335,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.34501367807388306, -0.34501367807388306, -0.34501367807388306]","[0, 1, 0, 0]"
336,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3460374176502228, -0.3460374176502228]","[0, 0, 1, 0]"
337,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.347078412771225, -0.347078412771225, -0.347078412771225, -0.347078412771225]","[1, 0, 0, 0]"
338,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3481130003929138, -0.3481130003929138, -0.3481130003929138]","[0, 1, 0, 0]"
339,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.34914180636405945, -0.34914180636405945]","[0, 0, 1, 0]"
340,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3501531779766083, -0.3501531779766083, -0.3501531779766083, -0.3501531779766083]","[1, 0, 0, 0]"
341,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3511691093444824, -0.3511691093444824, -0.3511691093444824]","[0, 1, 0, 0]"
342,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.35218116641044617, -0.35218116641044617]","[0, 0, 1, 0]"
343,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3531854450702667, -0.3531854450702667, -0.3531854450702667, -0.3531854450702667]","[1, 0, 0, 0]"
344,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.35420817136764526, -0.35420817136764526, -0.35420817136764526]","[0, 1, 0, 0]"
345,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3552209734916687, -0.3552209734916687]","[0, 0, 1, 0]"
346,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.35624417662620544, -0.35624417662620544, -0.35624417662620544, -0.35624417662620544]","[1, 0, 0, 0]"
347,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.35726282000541687, -0.35726282000541687, -0.35726282000541687]","[0, 1, 0, 0]"
348,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3582639992237091, -0.3582639992237091]","[0, 0, 1, 0]"
349,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3592662513256073, -0.3592662513256073, -0.3592662513256073, -0.3592662513256073]","[1, 0, 0, 0]"
350,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3602580428123474, -0.3602580428123474, -0.3602580428123474]","[0, 1, 0, 0]"
351,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.361258864402771, -0.361258864402771]","[0, 0, 1, 0]"
352,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3622661530971527, -0.3622661530971527, -0.3622661530971527, -0.3622661530971527]","[1, 0, 0, 0]"
353,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3632729947566986, -0.3632729947566986, -0.3632729947566986]","[0, 1, 0, 0]"
354,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3642662465572357, -0.3642662465572357]","[0, 0, 1, 0]"
355,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.36527198553085327, -0.36527198553085327, -0.36527198553085327, -0.36527198553085327]","[1, 0, 0, 0]"
356,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3662905991077423, -0.3662905991077423, -0.3662905991077423]","[0, 1, 0, 0]"
357,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.367291659116745, -0.367291659116745]","[0, 0, 1, 0]"
358,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3683069944381714, -0.3683069944381714, -0.3683069944381714, -0.3683069944381714]","[1, 0, 0, 0]"
359,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3693183362483978, -0.3693183362483978, -0.3693183362483978]","[0, 1, 0, 0]"
360,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3703497052192688, -0.3703497052192688]","[0, 0, 1, 0]"
361,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3713867664337158, -0.3713867664337158, -0.3713867664337158, -0.3713867664337158]","[1, 0, 0, 0]"
362,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.37239909172058105, -0.37239909172058105, -0.37239909172058105]","[0, 1, 0, 0]"
363,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.37341561913490295, -0.37341561913490295]","[0, 0, 1, 0]"
364,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.37442347407341003, -0.37442347407341003, -0.37442347407341003, -0.37442347407341003]","[1, 0, 0, 0]"
365,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3754412531852722, -0.3754412531852722, -0.3754412531852722]","[0, 1, 0, 0]"
366,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.37645992636680603, -0.37645992636680603]","[0, 0, 1, 0]"
367,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.37747249007225037, -0.37747249007225037, -0.37747249007225037, -0.37747249007225037]","[1, 0, 0, 0]"
368,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3784838318824768, -0.3784838318824768, -0.3784838318824768]","[0, 1, 0, 0]"
369,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3794967830181122, -0.3794967830181122]","[0, 0, 1, 0]"
370,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.38052254915237427, -0.38052254915237427, -0.38052254915237427, -0.38052254915237427]","[1, 0, 0, 0]"
371,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3815484344959259, -0.3815484344959259, -0.3815484344959259]","[0, 1, 0, 0]"
372,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.38255575299263, -0.38255575299263]","[0, 0, 1, 0]"
373,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.38355791568756104, -0.38355791568756104, -0.38355791568756104, -0.38355791568756104]","[1, 0, 0, 0]"
374,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3845677971839905, -0.3845677971839905, -0.3845677971839905]","[0, 1, 0, 0]"
375,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.385568767786026, -0.385568767786026]","[0, 0, 1, 0]"
376,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.38656535744667053, -0.38656535744667053, -0.38656535744667053, -0.38656535744667053]","[1, 0, 0, 0]"
377,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3875597417354584, -0.3875597417354584, -0.3875597417354584]","[0, 1, 0, 0]"
378,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3885493576526642, -0.3885493576526642]","[0, 0, 1, 0]"
379,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.38954365253448486, -0.38954365253448486, -0.38954365253448486, -0.38954365253448486]","[1, 0, 0, 0]"
380,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.39053839445114136, -0.39053839445114136, -0.39053839445114136]","[0, 1, 0, 0]"
381,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.39153897762298584, -0.39153897762298584]","[0, 0, 1, 0]"
382,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3925482928752899, -0.3925482928752899, -0.3925482928752899, -0.3925482928752899]","[1, 0, 0, 0]"
383,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.39354076981544495, -0.39354076981544495, -0.39354076981544495]","[0, 1, 0, 0]"
384,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.39453133940696716, -0.39453133940696716]","[0, 0, 1, 0]"
385,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3955130875110626, -0.3955130875110626, -0.3955130875110626, -0.3955130875110626]","[1, 0, 0, 0]"
386,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3964967131614685, -0.3964967131614685, -0.3964967131614685]","[0, 1, 0, 0]"
387,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.39747655391693115, -0.39747655391693115]","[0, 0, 1, 0]"
388,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3984620273113251, -0.3984620273113251, -0.3984620273113251, -0.3984620273113251]","[1, 0, 0, 0]"
389,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.3994752764701843, -0.3994752764701843, -0.3994752764701843]","[0, 1, 0, 0]"
390,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4005081057548523, -0.4005081057548523]","[0, 0, 1, 0]"
391,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4015357494354248, -0.4015357494354248, -0.4015357494354248, -0.4015357494354248]","[1, 0, 0, 0]"
392,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.40256571769714355, -0.40256571769714355, -0.40256571769714355]","[0, 1, 0, 0]"
393,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.40360045433044434, -0.40360045433044434]","[0, 0, 1, 0]"
394,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4046350121498108, -0.4046350121498108, -0.4046350121498108, -0.4046350121498108]","[1, 0, 0, 0]"
395,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4056711792945862, -0.4056711792945862, -0.4056711792945862]","[0, 1, 0, 0]"
396,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4067034125328064, -0.4067034125328064]","[0, 0, 1, 0]"
397,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4077303409576416, -0.4077303409576416, -0.4077303409576416, -0.4077303409576416]","[1, 0, 0, 0]"
398,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4087541997432709, -0.4087541997432709, -0.4087541997432709]","[0, 1, 0, 0]"
399,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.40977540612220764, -0.40977540612220764]","[0, 0, 1, 0]"
400,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.41080307960510254, -0.41080307960510254, -0.41080307960510254, -0.41080307960510254]","[1, 0, 0, 0]"
401,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.41182759404182434, -0.41182759404182434, -0.41182759404182434]","[0, 1, 0, 0]"
402,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4128631353378296, -0.4128631353378296]","[0, 0, 1, 0]"
403,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4138903021812439, -0.4138903021812439, -0.4138903021812439, -0.4138903021812439]","[1, 0, 0, 0]"
404,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4149017333984375, -0.4149017333984375, -0.4149017333984375]","[0, 1, 0, 0]"
405,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.415914922952652, -0.415914922952652]","[0, 0, 1, 0]"
406,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.41691404581069946, -0.41691404581069946, -0.41691404581069946, -0.41691404581069946]","[1, 0, 0, 0]"
407,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4179134964942932, -0.4179134964942932, -0.4179134964942932]","[0, 1, 0, 0]"
408,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.41892382502555847, -0.41892382502555847]","[0, 0, 1, 0]"
409,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4199284315109253, -0.4199284315109253, -0.4199284315109253, -0.4199284315109253]","[1, 0, 0, 0]"
410,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.420922189950943, -0.420922189950943, -0.420922189950943]","[0, 1, 0, 0]"
411,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4219352900981903, -0.4219352900981903]","[0, 0, 1, 0]"
412,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.42295295000076294, -0.42295295000076294, -0.42295295000076294, -0.42295295000076294]","[1, 0, 0, 0]"
413,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4239450991153717, -0.4239450991153717, -0.4239450991153717]","[0, 1, 0, 0]"
414,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.42493823170661926, -0.42493823170661926]","[0, 0, 1, 0]"
415,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.42594850063323975, -0.42594850063323975, -0.42594850063323975, -0.42594850063323975]","[1, 0, 0, 0]"
416,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4269605278968811, -0.4269605278968811, -0.4269605278968811]","[0, 1, 0, 0]"
417,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4279688000679016, -0.4279688000679016]","[0, 0, 1, 0]"
418,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4289820194244385, -0.4289820194244385, -0.4289820194244385, -0.4289820194244385]","[1, 0, 0, 0]"
419,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.43000465631484985, -0.43000465631484985, -0.43000465631484985]","[0, 1, 0, 0]"
420,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.43100109696388245, -0.43100109696388245]","[0, 0, 1, 0]"
421,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4320220649242401, -0.4320220649242401, -0.4320220649242401, -0.4320220649242401]","[1, 0, 0, 0]"
422,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4330330491065979, -0.4330330491065979, -0.4330330491065979]","[0, 1, 0, 0]"
423,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.43402963876724243, -0.43402963876724243]","[0, 0, 1, 0]"
424,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.43500834703445435, -0.43500834703445435, -0.43500834703445435, -0.43500834703445435]","[1, 0, 0, 0]"
425,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4360024929046631, -0.4360024929046631, -0.4360024929046631]","[0, 1, 0, 0]"
426,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.43700262904167175, -0.43700262904167175]","[0, 0, 1, 0]"
427,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.43799254298210144, -0.43799254298210144, -0.43799254298210144, -0.43799254298210144]","[1, 0, 0, 0]"
428,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4389807879924774, -0.4389807879924774, -0.4389807879924774]","[0, 1, 0, 0]"
429,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4399702548980713, -0.4399702548980713]","[0, 0, 1, 0]"
430,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4409717917442322, -0.4409717917442322, -0.4409717917442322, -0.4409717917442322]","[1, 0, 0, 0]"
431,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4419625401496887, -0.4419625401496887, -0.4419625401496887]","[0, 1, 0, 0]"
432,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.442935585975647, -0.442935585975647]","[0, 0, 1, 0]"
433,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.44391971826553345, -0.44391971826553345, -0.44391971826553345, -0.44391971826553345]","[1, 0, 0, 0]"
434,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4448975622653961, -0.4448975622653961, -0.4448975622653961]","[0, 1, 0, 0]"
435,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.44586437940597534, -0.44586437940597534]","[0, 0, 1, 0]"
436,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.44683754444122314, -0.44683754444122314, -0.44683754444122314, -0.44683754444122314]","[1, 0, 0, 0]"
437,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4478161633014679, -0.4478161633014679, -0.4478161633014679]","[0, 1, 0, 0]"
438,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4487917125225067, -0.4487917125225067]","[0, 0, 1, 0]"
439,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.44976481795310974, -0.44976481795310974, -0.44976481795310974, -0.44976481795310974]","[1, 0, 0, 0]"
440,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4507247805595398, -0.4507247805595398, -0.4507247805595398]","[0, 1, 0, 0]"
441,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4516942501068115, -0.4516942501068115]","[0, 0, 1, 0]"
442,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.45264849066734314, -0.45264849066734314, -0.45264849066734314, -0.45264849066734314]","[1, 0, 0, 0]"
443,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4536101520061493, -0.4536101520061493, -0.4536101520061493]","[0, 1, 0, 0]"
444,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.45455992221832275, -0.45455992221832275]","[0, 0, 1, 0]"
445,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4555152356624603, -0.4555152356624603, -0.4555152356624603, -0.4555152356624603]","[1, 0, 0, 0]"
446,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4564698338508606, -0.4564698338508606, -0.4564698338508606]","[0, 1, 0, 0]"
447,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.45742109417915344, -0.45742109417915344]","[0, 0, 1, 0]"
448,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.45837244391441345, -0.45837244391441345, -0.45837244391441345, -0.45837244391441345]","[1, 0, 0, 0]"
449,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.459334135055542, -0.459334135055542, -0.459334135055542]","[0, 1, 0, 0]"
450,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4602918028831482, -0.4602918028831482]","[0, 0, 1, 0]"
451,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4612489342689514, -0.4612489342689514, -0.4612489342689514, -0.4612489342689514]","[1, 0, 0, 0]"
452,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4621945023536682, -0.4621945023536682, -0.4621945023536682]","[0, 1, 0, 0]"
453,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4631510376930237, -0.4631510376930237]","[0, 0, 1, 0]"
454,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4641045331954956, -0.4641045331954956, -0.4641045331954956, -0.4641045331954956]","[1, 0, 0, 0]"
455,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4650575816631317, -0.4650575816631317, -0.4650575816631317]","[0, 1, 0, 0]"
456,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.46603941917419434, -0.46603941917419434]","[0, 0, 1, 0]"
457,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.46702373027801514, -0.46702373027801514, -0.46702373027801514, -0.46702373027801514]","[1, 0, 0, 0]"
458,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.46800175309181213, -0.46800175309181213, -0.46800175309181213]","[0, 1, 0, 0]"
459,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.46897682547569275, -0.46897682547569275]","[0, 0, 1, 0]"
460,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.46998149156570435, -0.46998149156570435, -0.46998149156570435, -0.46998149156570435]","[1, 0, 0, 0]"
461,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4709858298301697, -0.4709858298301697, -0.4709858298301697]","[0, 1, 0, 0]"
462,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.47198978066444397, -0.47198978066444397]","[0, 0, 1, 0]"
463,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.47299376130104065, -0.47299376130104065, -0.47299376130104065, -0.47299376130104065]","[1, 0, 0, 0]"
464,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4739706516265869, -0.4739706516265869, -0.4739706516265869]","[0, 1, 0, 0]"
465,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.47495800256729126, -0.47495800256729126]","[0, 0, 1, 0]"
466,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4759390950202942, -0.4759390950202942, -0.4759390950202942, -0.4759390950202942]","[1, 0, 0, 0]"
467,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.47691676020622253, -0.47691676020622253, -0.47691676020622253]","[0, 1, 0, 0]"
468,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4778941571712494, -0.4778941571712494]","[0, 0, 1, 0]"
469,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.47885823249816895, -0.47885823249816895, -0.47885823249816895, -0.47885823249816895]","[1, 0, 0, 0]"
470,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4798179864883423, -0.4798179864883423, -0.4798179864883423]","[0, 1, 0, 0]"
471,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4807845652103424, -0.4807845652103424]","[0, 0, 1, 0]"
472,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.48174968361854553, -0.48174968361854553, -0.48174968361854553, -0.48174968361854553]","[1, 0, 0, 0]"
473,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.48270243406295776, -0.48270243406295776, -0.48270243406295776]","[0, 1, 0, 0]"
474,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.4836547374725342, -0.4836547374725342]","[0, 0, 1, 0]"
